Provincia,Unnamed: 1,Localidad,ADSL,CABLEMODEM,Unnamed: 5,FIBRAOPTICA,4G,3G,Unnamed: 9,WIRELESS,Unnamed: 11
0,Luján de Cuyo,El Salto,0,0,--,--,0,0,SI,SI,--
0,Luján de Cuyo,La Puntilla,--,0,--,SI,--,0,--,0,--
MENDOZA,0,0,--,--,0,0,--,--,0,--,--
MENDOZA,Luján de Cuyo,0,SI,--,SI,0,SI,--,SI,SI,0
0,Luján de Cuyo,Las Vegas,0,0,--,--,0,0,SI,SI,--
MENDOZA,Luján de Cuyo,Los Manantiales,0,--,--,--,0,SI,--,0,--
0,Guaymallén,PEDRO MOLINA,0,0,--,SI,0,SI,--,--,0
0,Guaymallén,Puente de Hierro,SI,0,SI,--,SI,0,SI,SI,--
MENDOZA,Guaymallén,0,--,--,--,0,SI,SI,--,0,SI
MENDOZA,0,SAN FRANCISCO DEL MONTE,--,--,0,SI,SI,SI,0,--,--
0,Guaymallén,San Jose,--,0,--,SI,SI,0,--,--,0
0,Guaymallén,VILLA NUEVA,0,0,--,--,0,0,--,--,0
0,Junín,ALTO VERDE,--,0,--,--,--,0,--,0,--
MENDOZA,Junín,Ingeniero Giagnoni,0,0,SI,SI,0,SI,SI,SI,--
MENDOZA,0,Junín,SI,--,0,SI,SI,SI,0,SI,0
MENDOZA,Junín,0,--,--,--,0,SI,SI,0,SI,SI
MENDOZA,Junín,0,SI,--,SI,0,SI,SI,SI,SI,--
MENDOZA,0,0,--,--,0,0,--,--,0,0,--
MENDOZA,Junín,Phillips,0,--,--,--,0,--,SI,SI,--
0,Junín,Rodríguez Peña,0,0,--,--,0,0,SI,SI,0
MENDOZA,0,Desaguadero,--,--,0,--,SI,SI,0,0,--
MENDOZA,La Paz,0,SI,--,--,0,SI,SI,SI,--,--
MENDOZA,La Paz,Villa Antigua,0,--,--,--,0,0,--,--,0
0,Las Heras,Blanco Encalada,--,0,--,--,--,0,SI,--,--
MENDOZA,Las Heras,0,--,--,0,0,SI,--,--,0,--
MENDOZA,0,El Algarrobal,--,--,0,SI,SI,SI,0,0,--
MENDOZA,0,0,--,--,0,0,SI,SI,0,--,0
MENDOZA,Las Heras,0,--,--,--,0,--,--,--,--,0
0,Las Heras,EL PLUMERILLO,0,0,--,SI,0,0,--,0,--
MENDOZA,Las Heras,EL RESGUARDO,0,--,--,SI,0,SI,--,0,--
MENDOZA,Las Heras,0,--,--,--,0,SI,SI,--,--,0
MENDOZA,0,0,--,--,0,--,SI,SI,0,--,--
MENDOZA,0,0,--,--,0,0,SI,SI,0,--,--
MENDOZA,Las Heras,0,--,--,--,0,SI,SI,--,0,--
0,Las Heras,Las Heras,0,0,SI,SI,0,0,SI,SI,0
MENDOZA,Las Heras,Los Penitentes,0,--,--,--,0,--,--,--,0
0,Ñorquín,Caviahué,0,0,SI,--,0,--,SI,0,SI
0,Ñorquín,Copahue,--,0,--,--,--,0,SI,0,--
NEUQUEN,Ñorquín,0,--,--,--,0,--,--,SI,SI,0
NEUQUEN,0,El Huecú,--,--,0,--,SI,--,0,SI,0
0,Ñorquín,Taquimilán,--,0,--,--,--,0,SI,SI,--
0,Pehuenches,Barrancas,0,0,--,--,0,0,SI,0,SI
NEUQUEN,Pehuenches,0,--,--,--,0,SI,--,SI,--,SI
NEUQUEN,0,0,--,--,0,0,--,--,0,--,0
NEUQUEN,Pehuenches,Rincón de los Sauces,0,SI,SI,SI,0,SI,SI,SI,SI
0,Picún Leufú,El Sauce,0,0,--,--,0,0,--,0,--
0,Picún Leufú,Paso Aguerre,--,0,--,--,--,0,SI,--,0
NEUQUEN,Picún Leufú,Picún Leufú,0,--,--,--,0,0,SI,SI,SI
NEUQUEN,0,Bajada del Agrio,--,--,0,--,SI,--,0,0,--
NEUQUEN,0,0,--,--,--,0,--,--,--,--,SI
0,Picunches,Las Lajas,0,0,SI,--,0,0,SI,--,SI
0,Picunches,Quili Malal,--,0,--,--,--,0,--,--,0
0,Zapala,Covunco Centro,--,0,--,--,SI,0,--,--,--
MENDOZA,Maipú,Fray Luis Beltrán,0,SI,SI,SI,0,SI,SI,0,--
MENDOZA,0,0,--,--,0,SI,SI,SI,0,--,--
MENDOZA,Maipú,0,--,--,--,0,SI,SI,--,--,0
MENDOZA,0,0,SI,SI,0,0,SI,SI,0,0,--
MENDOZA,0,Rodeo del Medio,SI,--,0,SI,SI,SI,0,SI,--
0,Maipú,Russell,0,0,SI,SI,0,0,SI,--,0
0,Maipú,San Roque,SI,0,SI,SI,SI,0,SI,SI,--
MENDOZA,0,Villa Teresa,--,--,0,--,--,--,0,0,--
MENDOZA,Malargüe,0,--,--,0,0,SI,SI,--,0,SI
MENDOZA,Malargüe,Bardas Blancas,0,--,--,--,0,--,SI,--,0
0,Malargüe,Las Leñas,0,0,--,SI,SI,0,SI,--,0
LA RIOJA,Coronel Felipe Varela,0,--,--,--,0,SI,--,--,0,--
LA RIOJA,0,Santa Clara,--,--,0,--,--,--,0,0,--
LA RIOJA,0,Villa Unión,--,SI,0,SI,SI,--,0,SI,0
LA RIOJA,0,0,--,--,0,0,--,--,0,--,0
0,Famatina,Angulos,--,0,--,--,--,0,--,0,--
0,Famatina,Antinaco,0,0,--,--,0,0,--,--,--
LA RIOJA,Famatina,0,--,--,--,0,--,--,0,--,--
LA RIOJA,0,Campanas,--,--,0,SI,SI,--,0,SI,0
LA RIOJA,Famatina,0,--,--,--,0,--,--,--,0,--
LA RIOJA,0,Famatina,SI,SI,0,SI,SI,SI,0,SI,--
LA RIOJA,Famatina,La Cuadra,0,--,--,--,0,--,--,SI,0
0,Famatina,Pituil,--,0,--,--,0,0,SI,SI,0
0,Famatina,Plaza Vieja,--,0,--,--,--,0,--,0,--
0,Famatina,Santa Cruz,0,0,--,--,0,0,--,0,--
LA RIOJA,0,Santo Domingo,--,--,0,--,--,--,0,--,0
LA RIOJA,0,0,--,--,0,0,SI,--,0,SI,0
0,General Angel V Peñaloza,Tama,0,--,--,SI,0,--,SI,0,--
0,General Belgrano,Castro Barros,--,0,--,--,--,0,--,SI,--
LA RIOJA,0,Chañar,SI,--,0,0,--,SI,0,SI,0
FORMOSA,Matacos,0,SI,--,--,0,SI,SI,SI,SI,SI
0,Patiño,Bartolomé de las Casas,--,0,--,--,--,0,--,0,SI
FORMOSA,Patiño,Colonia Sarmiento,0,--,--,--,0,--,--,--,--
0,Patiño,Comandante Fontana,0,0,--,--,0,0,SI,SI,--
0,Patiño,El Recreo,--,0,--,--,--,0,--,--,0
FORMOSA,0,0,SI,--,0,0,SI,--,0,SI,--
FORMOSA,0,Fortín Cabo 1º Lugones,--,--,0,--,SI,--,0,0,--
0,Patiño,Fortín Sargento 1º Leyes,--,0,--,--,--,0,--,SI,0
FORMOSA,Patiño,Ibarreta,0,--,--,--,0,SI,SI,SI,SI
FORMOSA,Patiño,Juan G Bazán,0,--,--,--,0,--,--,0,--
0,Patiño,Las Lomitas,0,0,--,SI,0,0,SI,SI,SI
FORMOSA,Patiño,0,--,--,--,0,SI,--,--,SI,0
FORMOSA,0,0,SI,--,0,0,SI,SI,0,SI,--
FORMOSA,0,San Martín I,--,--,0,--,--,--,0,SI,--
FORMOSA,0,0,--,--,0,0,SI,--,SI,0,--
0,Susques,Olacapato,--,0,--,SI,--,0,--,SI,--
FORMOSA,Pilcomayo,Laguna Naick-Neck,0,--,--,--,0,0,SI,SI,0
FORMOSA,0,0,--,--,0,0,SI,--,0,0,--
FORMOSA,0,Puerto Pilcomayo,--,--,0,--,--,--,0,0,--
0,Pilcomayo,Riacho He-He,0,0,--,SI,0,0,SI,SI,0
FORMOSA,Pilcomayo,Riacho Negro,0,--,--,--,0,--,--,SI,0
FORMOSA,0,0,SI,--,0,0,SI,--,0,0,--
FORMOSA,Pirané,0,--,--,--,0,SI,--,SI,0,--
FORMOSA,Pirané,0,SI,--,--,0,SI,--,0,SI,0
FORMOSA,0,Palo Santo,--,SI,0,--,SI,SI,0,SI,0
FORMOSA,Pirané,Pirané,0,0,--,SI,0,SI,--,SI,SI
0,Pirané,Villa Kilómetro 213,--,0,--,--,SI,0,SI,0,SI
FORMOSA,0,El Potrillo,--,--,0,--,--,--,0,SI,0
FORMOSA,0,0,--,--,0,0,--,--,0,SI,--
ENTRE RIOS,0,Hernández,SI,--,0,--,SI,SI,0,0,SI
ENTRE RIOS,Nogoyá,0,SI,--,--,0,SI,SI,SI,0,--
0,Nogoyá,Nogoyá,SI,0,--,--,SI,0,SI,SI,--
0,Nogoyá,XX de Setiembre,0,--,--,--,0,--,SI,SI,0
ENTRE RIOS,Paraná,Aldea María Luisa,0,--,--,--,0,--,SI,0,--
0,Paraná,Aldea San Juan,0,0,--,--,0,0,--,0,--
ENTRE RIOS,Paraná,0,--,--,--,0,--,--,SI,SI,0
ENTRE RIOS,0,0,--,--,0,0,--,--,0,--,0
0,Paraná,Aldea Santa Rosa,--,0,--,--,0,0,--,--,--
ENTRE RIOS,Paraná,Cerrito,0,SI,--,--,0,SI,SI,0,SI
ENTRE RIOS,0,0,SI,--,--,0,SI,SI,SI,SI,--
ENTRE RIOS,0,Colonia Crespo,--,--,0,--,--,--,0,--,0
ENTRE RIOS,Paraná,Colonia Merou,0,--,--,--,0,--,--,--,--
0,Paraná,Crespo,SI,0,--,SI,SI,0,SI,0,--
0,Paraná,Crucesitas Séptima Sección,0,0,--,--,0,0,--,SI,0
ENTRE RIOS,Paraná,El Palenque,0,--,--,--,0,--,SI,SI,--
ENTRE RIOS,0,0,SI,SI,0,0,SI,SI,0,0,--
ENTRE RIOS,Diamante,0,--,--,--,0,--,--,--,--,--
ENTRE RIOS,Diamante,Las Jaulas,0,--,--,--,0,--,--,--,0
0,Diamante,Paraje La Virgen,--,0,--,--,--,0,--,--,0
0,Diamante,Puerto Las Cuevas,--,0,--,--,--,0,--,--,--
ENTRE RIOS,Diamante,Strobel,0,SI,--,--,0,SI,--,0,--
ENTRE RIOS,0,Villa Libertador San Martín,SI,--,0,--,SI,SI,0,SI,--
ENTRE RIOS,0,0,SI,SI,0,0,SI,SI,SI,SI,0
ENTRE RIOS,Federación,0,--,--,--,0,--,--,--,0,--
ENTRE RIOS,0,0,--,--,0,0,SI,--,0,SI,--
ENTRE RIOS,Federación,Colonia La Argentina,0,--,--,--,0,SI,SI,SI,0
0,Federación,Colonia Peña,0,0,--,--,0,0,--,SI,--
ENTRE RIOS,0,0,--,--,0,0,SI,--,0,SI,--
ENTRE RIOS,Federación,0,SI,--,--,0,SI,SI,SI,0,--
0,Federación,Los Conquistadores,0,0,--,--,0,SI,SI,SI,--
0,Federación,San Jaime de la Frontera,--,0,--,--,SI,0,SI,SI,0
FORMOSA,Ramón Lista,0,--,--,--,0,--,--,0,0,SI
JUJUY,0,Abdón Castro Tolay,--,--,0,--,--,--,0,0,--
JUJUY,0,0,--,--,0,0,SI,--,0,SI,0
JUJUY,Cochinoca,0,--,--,--,0,--,--,--,--,0
0,Cochinoca,Agua de Castilla,0,0,--,--,0,0,--,0,--
JUJUY,Cochinoca,Casabindo,0,--,--,--,0,--,--,0,--
JUJUY,Cochinoca,0,--,--,--,0,--,--,--,--,--
JUJUY,0,La Redonda,--,--,0,--,--,--,0,--,0
JUJUY,0,Puesto del Marquéz,--,--,0,SI,SI,--,0,0,--
JUJUY,0,0,--,--,0,0,--,--,0,0,--
0,Cochinoca,Quera,--,0,--,--,--,0,--,--,0
0,Cochinoca,Rinconadillas,0,0,--,--,0,0,--,--,0
JUJUY,Cochinoca,San Francisco de Alfarcito,0,--,--,--,0,--,--,0,--
0,Cochinoca,Santa Ana de la Puna,0,0,--,--,--,0,--,0,--
JUJUY,Cochinoca,0,--,--,--,0,--,--,--,--,0
JUJUY,0,Tambillos,--,--,0,--,--,--,0,--,--
0,Cochinoca,Tusaquillas,0,0,--,--,0,0,--,--,--
JUJUY,Doctor Manuel Belgrano,Dr Manuel Belgrano,0,--,--,SI,0,--,--,0,SI
JUJUY,0,0,SI,SI,0,0,SI,SI,0,--,--
JUJUY,0,La Almona,--,SI,0,SI,--,--,0,--,0
0,Doctor Manuel Belgrano,León,0,0,--,--,0,0,--,--,SI
0,Doctor Manuel Belgrano,Lozano (Ap Chañi),--,0,--,--,SI,0,SI,0,--
0,Doctor Manuel Belgrano,Ocloyas,--,0,--,--,--,0,--,--,0
JUJUY,Doctor Manuel Belgrano,San Pablo De Reyes,0,--,--,--,0,--,--,--,--
JUJUY,0,0,SI,SI,0,SI,SI,SI,0,0,SI
JUJUY,Doctor Manuel Belgrano,0,--,--,--,0,SI,SI,SI,SI,SI
JUJUY,El Carmen,Aguas Calientes,0,--,--,--,0,--,--,SI,0
0,El Carmen,Barrio El Milagro,0,0,--,--,0,0,--,--,0
0,El Carmen,Barrio La Unión,0,0,--,--,0,0,--,0,--
0,El Carmen,El Carmen,SI,0,--,--,SI,0,SI,SI,SI
JUJUY,0,0,--,--,0,0,SI,SI,0,--,0
JUJUY,0,Los Lapachos (Est Maquinista Verón),--,--,0,--,SI,SI,0,--,--
JUJUY,0,Loteo San Vicente,--,--,0,0,SI,--,0,--,--
JUJUY,El Carmen,0,--,--,--,0,SI,SI,--,0,SI
0,El Carmen,Monterrico,--,0,--,--,SI,0,SI,SI,SI
JUJUY,El Carmen,Pampa Blanca,0,SI,--,--,0,SI,SI,SI,0
JUJUY,El Carmen,0,--,SI,--,0,SI,SI,SI,0,SI
JUJUY,0,0,--,--,0,0,--,--,0,--,--
0,Yavi,La Quiaca,SI,0,--,SI,SI,0,SI,SI,0
0,Yavi,Llulluchayoc,0,0,--,--,0,0,--,--,--
JUJUY,0,Pumahuasi,--,--,0,SI,SI,--,0,0,--
JUJUY,0,0,--,--,0,0,--,--,0,0,--
JUJUY,Yavi,0,--,--,--,0,--,--,--,--,0
JUJUY,0,Yavi Chico,--,--,0,SI,--,--,0,--,0
LA PAMPA,Atreucó,Doblas,0,SI,--,SI,0,--,SI,0,SI
0,Atreucó,Macachín,--,0,--,SI,0,0,SI,0,SI
LA PAMPA,0,0,--,--,0,0,SI,--,0,SI,0
LA PAMPA,Atreucó,0,--,--,--,0,SI,--,SI,SI,SI
LA PAMPA,Atreucó,0,--,--,SI,0,--,--,0,0,SI
LA PAMPA,0,Anzoategui,--,--,0,--,--,--,0,0,--
0,Caleu Caleu,La Adela,0,0,--,--,0,SI,--,SI,0
0,Capital,Anguil,--,0,--,SI,SI,0,SI,SI,0
0,Susques,Olaroz Chico,0,0,--,SI,0,0,SI,0,SI
JUJUY,Susques,Pastos Chicos,0,--,--,SI,0,--,--,0,--
JUJUY,0,0,--,--,0,0,--,--,0,--,--
JUJUY,Susques,0,--,--,--,0,--,--,--,--,0
JUJUY,Susques,Susques,0,--,--,SI,0,--,SI,0,SI
0,Tilcara,Colonia San José,0,0,--,--,0,0,--,--,--
JUJUY,0,Huacalera,--,--,0,SI,--,--,0,--,0
JUJUY,0,0,--,--,0,0,--,--,SI,--,--
0,Tilcara,Maimará,--,0,--,SI,SI,0,SI,0,SI
JUJUY,Tilcara,Tilcara,0,--,--,SI,0,0,SI,SI,SI
JUJUY,Tilcara,Yacoraite,0,--,--,--,0,--,--,--,--
0,Tumbaya,Bárcena,0,0,--,--,0,0,--,SI,0
JUJUY,Tumbaya,0,--,--,--,0,--,--,--,--,--
JUJUY,0,0,--,--,0,0,--,--,0,0,--
0,Tumbaya,Purmamarca,SI,0,--,--,SI,0,SI,SI,0
JUJUY,Tumbaya,Tumbaya,0,--,--,--,0,--,SI,SI,0
0,Tumbaya,Volcán,0,0,--,--,0,0,SI,SI,--
JUJUY,Valle Grande,Caspalá,0,--,--,--,0,--,--,0,--
JUJUY,0,0,--,--,0,0,--,--,0,--,--
JUJUY,Valle Grande,0,--,--,--,0,--,--,--,--,0
JUJUY,0,0,--,--,--,0,--,--,--,0,SI
ENTRE RIOS,0,El Pingo,--,--,0,--,SI,SI,0,SI,--
ENTRE RIOS,Paraná,El Ramblón,0,--,--,--,0,--,--,--,0
0,Paraná,El Ramblón,--,0,--,--,SI,0,--,SI,--
ENTRE RIOS,0,Hasenkamp,--,SI,0,SI,SI,SI,0,0,SI
ENTRE RIOS,0,0,--,SI,0,0,SI,SI,0,0,--
ENTRE RIOS,Paraná,La Picada,0,--,--,SI,0,SI,SI,--,0
0,Paraná,Las Tunas,0,0,--,--,0,0,--,SI,0
ENTRE RIOS,Paraná,0,--,SI,SI,0,SI,SI,SI,SI,--
ENTRE RIOS,0,0,SI,SI,0,0,SI,SI,0,0,--
ENTRE RIOS,0,Paraná,SI,SI,0,SI,SI,SI,0,SI,0
ENTRE RIOS,Paraná,0,--,--,--,0,--,--,SI,--,--
0,Paraná,Pueblo Brugo,--,0,--,--,SI,0,SI,0,--
0,Paraná,Pueblo General San Martín,0,--,--,--,0,--,--,0,--
NEUQUEN,0,0,--,--,0,0,--,--,0,SI,--
NEUQUEN,0,Mariano Moreno,SI,--,0,--,--,--,0,SI,0
NEUQUEN,Zapala,0,--,--,--,0,SI,--,0,0,--
NEUQUEN,0,Zapala,SI,--,0,SI,SI,SI,0,SI,SI
RIO NEGRO,25 de Mayo,Aguada de Guerra,0,0,--,--,0,--,--,SI,0
0,25 de Mayo,Clemente Onelli,--,0,--,SI,--,0,--,--,--
0,25 de Mayo,Colan Conhue,0,0,--,--,0,0,SI,--,SI
RIO NEGRO,25 de Mayo,El Caín,0,--,--,--,0,--,SI,0,SI
RIO NEGRO,0,0,SI,--,0,0,SI,SI,0,SI,SI
RIO NEGRO,25 de Mayo,0,--,--,--,0,SI,--,--,SI,0
RIO NEGRO,25 de Mayo,Maquinchao,0,--,--,--,0,--,SI,0,SI
0,25 de Mayo,Mina Santa Teresita,0,0,--,--,--,0,--,0,--
RIO NEGRO,0,Pilquiniyeu,--,--,0,--,--,--,0,--,0
RIO NEGRO,9 de Julio,0,--,--,0,0,--,--,--,--,0
0,9 de Julio,Cona Niyeu,--,0,--,--,--,0,SI,0,SI
RIO NEGRO,9 de Julio,Ministro Ramos Mexía,0,--,--,SI,0,0,--,0,SI
LA PAMPA,Guatraché,General Manuel J Campos,0,--,--,SI,0,--,SI,--,0
0,Guatraché,Guatraché,0,0,--,SI,0,0,SI,SI,0
LA PAMPA,Guatraché,0,--,--,--,0,--,--,--,SI,--
LA PAMPA,0,0,--,--,0,0,--,--,0,0,--
0,Hucal,Abramo,--,0,--,SI,--,0,--,SI,0
LA PAMPA,Hucal,Bernasconi,0,--,--,SI,0,SI,SI,SI,SI
0,Hucal,General San Martín (Est Villa Alba),0,0,--,SI,0,0,SI,0,--
0,Hucal,Hucal,--,0,--,--,--,0,--,--,--
LA PAMPA,0,0,--,--,0,0,SI,SI,0,SI,0
LA PAMPA,0,Cuchillo Co,--,--,0,SI,SI,--,0,--,0
LA PAMPA,0,0,--,--,0,0,SI,--,0,0,SI
LA PAMPA,Limay Mahuida,0,--,--,--,0,--,--,--,0,SI
0,Loventué,Carro Quemado,--,0,--,SI,--,0,SI,SI,0
LA PAMPA,Loventué,Loventué,0,--,--,SI,0,--,SI,--,0
LA PAMPA,Loventué,0,--,--,--,0,SI,--,SI,0,SI
LA PAMPA,0,0,--,--,0,0,SI,--,0,SI,SI
0,Loventué,Victorica,--,0,--,SI,SI,0,SI,SI,0
0,Maracó,Agustoni,0,0,--,--,0,0,SI,SI,--
LA PAMPA,0,Dorila,--,--,0,SI,--,--,0,0,--
LA PAMPA,0,0,SI,SI,0,0,SI,SI,0,SI,SI
LA PAMPA,Maracó,0,--,--,--,0,SI,--,SI,SI,--
LA PAMPA,0,Trebolares,--,--,0,--,--,--,0,--,0
LA PAMPA,Puelén,25 de Mayo,0,--,--,SI,0,SI,SI,SI,--
0,Puelén,Casa de Piedra,0,0,--,--,0,0,--,0,--
LA PAMPA,0,0,--,--,0,0,SI,--,0,SI,0
LA PAMPA,Quemú Quemú,0,--,--,SI,0,SI,SI,SI,SI,SI
LA PAMPA,0,Colonia San José,--,--,0,--,--,--,0,--,--
LA PAMPA,0,0,--,--,0,0,SI,SI,0,0,SI
0,San Carlos,Barrio Carrasco,--,0,--,--,--,0,--,--,--
0,San Carlos,Barrio El Cepillo,0,0,--,--,0,0,--,SI,0
MENDOZA,San Carlos,Chilecito,0,--,--,--,0,SI,--,0,--
0,San Carlos,Eugenio Bustos,0,0,--,--,0,0,SI,SI,--
MENDOZA,San Carlos,0,SI,--,--,0,SI,SI,SI,SI,0
MENDOZA,0,Pareditas,--,--,0,SI,SI,SI,0,SI,--
0,San Carlos,San Carlos,0,0,--,--,0,0,--,0,--
MENDOZA,San Martín,Alto Salvador,0,--,--,SI,0,--,--,0,--
MENDOZA,0,0,--,--,0,0,--,--,0,SI,0
MENDOZA,0,Barrio Chivilcoy,--,--,0,--,--,--,0,--,0
0,San Martín,Barrio Emanuel,0,0,--,--,0,0,--,0,--
0,San Martín,Barrio La Estación,--,0,--,--,--,0,--,0,--
0,San Martín,Barrio Los Charabones,--,0,--,--,--,0,--,--,0
MENDOZA,San Martín,Barrio Ntra Sra De Fátima,0,--,--,--,0,SI,--,--,0
MENDOZA,0,0,--,--,0,0,SI,SI,0,0,--
MENDOZA,San Martín,0,--,--,--,0,--,--,--,--,--
MENDOZA,San Martín,El Espino,0,--,--,--,0,--,--,SI,--
0,San Martín,El Ramblón,0,0,--,--,0,0,--,SI,0
0,San Martín,Montecaseros,--,0,--,--,SI,0,SI,SI,--
MENDOZA,San Martín,Nueva California,0,--,--,--,0,--,--,0,--
MENDOZA,0,El Zampal,--,--,0,--,SI,--,0,--,0
MENDOZA,0,0,--,--,--,0,SI,SI,SI,--,0
MENDOZA,Santa Rosa,0,--,--,--,0,SI,--,--,0,--
MENDOZA,0,0,--,--,0,0,SI,SI,0,0,--
MENDOZA,Santa Rosa,Barrio Molina Cabrera,0,--,--,--,0,--,--,--,0
0,Santa Rosa,La Dormida,0,0,--,SI,0,0,SI,SI,0
MENDOZA,0,Las Catitas,--,--,0,0,SI,SI,0,SI,--
MENDOZA,Santa Rosa,0,--,--,--,0,--,--,SI,0,--
0,Tunuyán,Barrio San Cayetano,0,--,--,--,0,--,--,--,--
0,Tunuyán,Campo Los Andes,--,0,--,--,--,0,--,--,0
MENDOZA,Tunuyán,0,--,--,--,0,SI,SI,SI,SI,--
MENDOZA,0,El Manzano,--,--,0,--,SI,SI,0,0,--
MENDOZA,0,0,--,SI,0,0,SI,SI,0,--,0
MENDOZA,Tunuyán,0,SI,SI,SI,0,SI,SI,SI,SI,--
0,Tunuyán,Vista Flores,0,0,--,--,0,0,SI,0,--
MENDOZA,Tupungato,Barrio Belgrano Norte,0,--,--,--,0,--,--,--,--
MENDOZA,Tupungato,0,--,--,--,0,SI,SI,SI,SI,--
MENDOZA,0,El Peral,--,--,0,--,--,--,0,--,0
CORDOBA,San Justo,0,SI,--,--,0,SI,SI,SI,0,SI
CORDOBA,0,0,--,--,0,0,SI,SI,0,SI,SI
CORDOBA,San Justo,Miramar,0,SI,--,--,0,SI,SI,SI,0
0,San Justo,Morteros,0,0,--,SI,0,0,SI,--,--
0,San Justo,Plaza Luxardo,--,0,--,--,--,0,--,SI,--
0,San Justo,Plaza San Francisco,0,0,--,--,0,--,--,0,--
CORDOBA,0,Porteña,SI,--,0,SI,SI,SI,0,SI,--
CORDOBA,San Justo,0,--,--,--,0,--,--,0,SI,0
0,San Justo,Sacanta,0,0,--,SI,0,0,SI,0,SI
0,San Justo,San Francisco,SI,0,--,SI,SI,0,SI,0,--
JUJUY,0,0,--,--,0,0,--,--,0,--,0
JUJUY,Valle Grande,0,--,--,--,0,--,--,--,--,0
0,San Justo,Saturnino María Laspiur,0,0,--,--,0,0,SI,0,SI
CORDOBA,San Justo,Seeber,0,--,--,--,0,--,--,--,--
CORDOBA,San Justo,Toro Pujio,0,--,--,--,0,0,SI,--,--
0,San Justo,Tránsito,SI,0,--,--,SI,0,SI,SI,0
CORDOBA,San Justo,0,--,--,0,0,--,--,--,0,--
CORDOBA,0,Villa Concepción del Tío,--,SI,0,--,SI,SI,0,0,--
0,San Justo,Villa del Tránsito,--,0,--,--,--,0,--,SI,0
0,San Justo,Villa San Esteban,0,0,--,--,0,0,--,SI,--
CORDOBA,Santa María,Alta Gracia,0,SI,--,SI,0,SI,SI,0,--
0,Santa María,Anisacate,0,0,--,--,0,0,SI,0,--
CORDOBA,Santa María,0,--,--,--,0,--,--,--,--,0
CORDOBA,0,0,--,--,0,0,--,SI,0,--,0
CORDOBA,0,Barrio Villa del Parque,--,--,0,--,--,--,0,0,--
CORDOBA,Santa María,0,--,--,0,0,SI,SI,SI,0,--
0,Santa María,Campos del Virrey,--,0,--,--,--,0,--,--,--
CORDOBA,Santa María,Caseros Centro,0,--,--,--,0,0,--,--,0
CORDOBA,0,0,--,--,0,0,--,--,0,0,--
CORDOBA,0,Costa Azul,--,--,0,--,SI,SI,0,--,--
0,Río Primero,Piquillín,0,0,--,--,0,0,SI,--,0
CORDOBA,Río Primero,Plaza de Mercedes,0,--,--,--,0,--,--,--,--
CORDOBA,0,0,--,--,0,0,SI,--,0,0,--
CORDOBA,Río Primero,0,SI,--,--,0,SI,SI,SI,SI,--
CORDOBA,Río Primero,0,--,--,--,0,--,--,0,--,--
CORDOBA,0,Santa Rosa de Río Primero,SI,--,0,SI,SI,SI,0,SI,0
CORDOBA,Río Primero,Villa Fontana,0,0,--,SI,0,--,SI,SI,--
0,Río Seco,Cerro Colorado,--,0,--,--,SI,0,--,0,--
CORDOBA,0,Chañar Viejo,--,--,0,--,--,--,0,--,0
CORDOBA,0,0,--,--,0,0,--,--,0,--,0
CORDOBA,Río Seco,0,--,--,--,0,--,--,--,0,--
CORDOBA,0,La Rinconada,--,--,0,--,SI,--,0,--,--
CORDOBA,Río Seco,Los Hoyos,0,--,--,--,0,--,--,--,0
0,Río Seco,Puesto de Castro,--,0,--,--,0,0,--,--,--
0,Río Seco,Rayo Cortado,--,0,--,--,--,0,--,SI,--
0,Río Seco,San Pedro de Gütemberg,0,0,--,--,0,0,--,0,--
CORDOBA,0,Santa Elena,--,--,0,--,SI,--,0,--,--
CORDOBA,0,0,--,--,0,0,SI,SI,0,--,0
0,Río Seco,Villa Candelaria,0,0,--,--,0,--,--,0,--
0,San Justo,Arroyito,SI,0,--,SI,SI,0,SI,SI,SI
CORDOBA,0,0,--,--,0,0,SI,SI,0,--,0
CORDOBA,San Justo,0,SI,--,--,0,SI,SI,SI,--,--
0,San Justo,Colonia 10 de Julio,--,0,--,--,--,0,--,0,--
CORDOBA,San Justo,Colonia Anita,0,--,--,--,0,--,--,0,--
0,San Justo,Colonia Iturraspe,0,0,--,--,0,0,--,--,0
0,San Justo,Colonia Las Pichanas,--,0,--,--,--,0,--,SI,0
CORDOBA,0,0,--,SI,0,0,SI,SI,0,0,SI
CORDOBA,0,Colonia Prosperidad,--,--,0,--,SI,--,0,0,--
0,San Justo,Colonia San Bartolomé,--,0,--,--,SI,0,SI,SI,0
CORDOBA,San Justo,Colonia San Pedro,0,--,--,--,0,0,--,--,--
0,San Justo,Colonia Santa María,--,0,--,--,--,0,--,0,--
CORDOBA,San Justo,Colonia Valtelina,0,--,--,--,0,--,--,0,--
CORDOBA,0,0,SI,--,0,SI,SI,SI,0,--,0
CORDOBA,Calamuchita,0,--,--,--,0,--,--,--,--,0
CORDOBA,0,0,--,--,0,0,--,--,0,0,--
CORDOBA,0,Parque Calmayo,--,--,0,--,--,--,0,0,--
0,Calamuchita,Río de los Sauces,0,0,--,--,0,0,SI,SI,0
0,Calamuchita,San Agustín,SI,0,--,--,SI,0,SI,SI,--
CORDOBA,0,San Ignacio (Loteo San Javier),--,--,0,--,--,--,0,SI,--
CORDOBA,Calamuchita,0,--,--,0,0,SI,SI,--,0,--
