Provincia,Unnamed: 1,Localidad,ADSL,CABLEMODEM,Unnamed: 5,FIBRAOPTICA,4G,3G,Unnamed: 9,WIRELESS,Unnamed: 11
CORDOBA,Calamuchita,Santa Monica,0,--,--,--,0,--,--,--,--
0,Calamuchita,Santa Rosa de Calamuchita,0,0,--,SI,0,0,SI,SI,0
CORDOBA,Calamuchita,0,--,--,--,0,--,--,--,SI,--
CORDOBA,0,Solar de los Molinos,--,--,0,--,--,--,0,0,--
CORDOBA,0,Villa Alpina,--,--,0,--,--,--,0,SI,0
CORDOBA,0,0,--,--,0,0,SI,SI,0,SI,--
0,Calamuchita,Villa Berna,SI,0,--,--,SI,0,SI,0,--
0,Calamuchita,Villa Ciudad Parque Los Reartes,0,0,--,--,0,0,--,--,--
CORDOBA,Calamuchita,0,--,--,--,0,--,--,0,SI,0
CORDOBA,0,Villa Ciudad Parque Los Reartes (3a Sección),--,--,0,--,--,--,0,SI,0
CORDOBA,0,0,SI,--,0,0,SI,SI,0,--,--
CORDOBA,San Justo,0,--,SI,--,0,SI,SI,SI,0,SI
0,San Justo,El Fortín,0,0,--,--,0,0,SI,SI,--
CORDOBA,San Justo,El Fuertecito,0,--,--,--,0,--,SI,SI,0
0,San Justo,El Tío,0,SI,--,SI,0,SI,SI,0,--
0,San Justo,Estación Luxardo,--,0,--,--,SI,0,--,SI,--
CORDOBA,San Justo,0,SI,SI,--,0,SI,SI,SI,SI,0
CORDOBA,0,La Francia,SI,--,0,SI,SI,SI,0,SI,--
0,San Justo,La Paquita,SI,0,--,--,SI,0,--,SI,--
0,San Justo,La Tordilla,0,0,--,--,0,0,SI,0,--
CORDOBA,San Justo,0,--,--,--,0,SI,SI,SI,--,--
JUJUY,0,0,SI,SI,0,0,SI,SI,0,SI,0
JUJUY,Ledesma,Maíz Negro,0,--,--,--,0,--,--,0,--
0,Ledesma,Paulina,0,0,--,--,0,0,--,0,--
0,Ledesma,Pueblo Ledesma,--,0,--,--,SI,0,--,--,0
JUJUY,Ledesma,Yuto,0,--,--,--,0,SI,--,SI,0
JUJUY,0,Carahunco,SI,--,0,--,--,--,0,0,SI
JUJUY,0,0,SI,--,--,0,--,--,SI,0,--
0,Palpalá,Mina 9 de Octubre,0,0,--,--,0,0,--,--,--
0,Palpalá,Palpalá (Est Gral Manuel N Savio),SI,0,--,SI,SI,0,SI,SI,0
JUJUY,Palpalá,Rio Blanco,0,--,--,--,0,0,--,0,--
0,Rinconada,Casa Colorada,--,0,--,--,--,0,--,0,--
JUJUY,0,0,--,--,0,0,--,--,--,--,0
JUJUY,0,Lagunillas de Farallón,--,--,0,SI,--,--,0,--,0
JUJUY,0,0,--,--,0,0,--,--,0,--,SI
JUJUY,Rinconada,0,--,--,--,0,--,--,--,0,SI
0,Rinconada,Nuevo Pirquitas,0,0,--,SI,0,0,SI,--,0
JUJUY,Rinconada,Orosmayo,0,--,--,SI,0,--,--,--,0
JUJUY,Rinconada,0,--,--,--,0,--,--,--,0,SI
JUJUY,0,0,--,--,0,0,--,--,0,--,--
0,San Antonio,La Toma,--,0,--,--,--,0,--,--,0
JUJUY,El Carmen,Puesto Viejo,0,0,--,--,0,SI,SI,--,SI
JUJUY,0,San Isidro,--,--,0,--,--,--,0,0,--
JUJUY,El Carmen,0,--,--,--,0,SI,--,0,--,--
JUJUY,Humahuaca,0,--,--,--,0,--,--,--,--,--
JUJUY,0,0,--,--,0,0,--,--,0,--,0
JUJUY,Humahuaca,Coctaca,0,--,--,--,0,--,--,--,--
0,Humahuaca,El Aguilar,0,0,--,--,0,0,SI,0,SI
JUJUY,0,Hipólito Yrigoyen (Est Iturbe),--,--,0,SI,--,--,0,--,0
JUJUY,Humahuaca,0,SI,--,--,0,SI,SI,SI,SI,0
JUJUY,Humahuaca,0,--,--,--,0,SI,--,--,--,--
JUJUY,0,0,--,--,0,0,--,--,0,0,--
JUJUY,Humahuaca,Rodero,0,--,--,--,0,--,--,--,--
0,Humahuaca,Tres Cruces,0,0,--,SI,0,0,--,--,0
0,Humahuaca,Uquía (Est Senador Pérez),SI,0,--,SI,--,0,SI,0,--
JUJUY,Ledesma,Bananal,0,--,--,--,0,--,--,--,--
JUJUY,0,Bermejito,--,--,0,--,--,--,0,--,0
JUJUY,0,0,SI,--,--,0,SI,SI,SI,SI,SI
0,Ledesma,Calilegua,0,0,--,--,0,0,--,0,SI
0,Ledesma,Chalicán,--,0,--,--,SI,0,--,0,--
JUJUY,0,0,SI,SI,0,0,SI,SI,0,SI,0
JUJUY,Ledesma,0,--,--,--,0,--,--,--,--,0
0,Capital,Laguna Brava,0,0,--,--,0,0,SI,0,SI
CORRIENTES,Capital,Riachuelo,0,--,--,--,0,SI,SI,0,SI
0,Capital,San Cayetano,0,--,--,--,0,--,--,--,0
0,Concepción,Concepción,--,0,--,--,SI,0,SI,SI,SI
CORRIENTES,Concepción,0,--,--,--,0,SI,--,SI,0,--
CORRIENTES,0,Tabay,--,--,0,--,SI,--,0,0,SI
0,Concepción,Tatacua,--,0,--,--,SI,0,--,--,SI
0,Curuzú Cuatiá,Cazadores Correntinos,0,0,--,--,0,0,--,SI,0
CORRIENTES,Curuzú Cuatiá,Curuzú Cuatiá,0,--,--,SI,0,SI,SI,0,SI
0,Curuzú Cuatiá,Perugorría,0,0,--,--,0,0,SI,0,SI
CORRIENTES,Empedrado,0,SI,--,--,0,SI,--,SI,SI,SI
CORRIENTES,0,Empedrado,SI,SI,0,--,SI,SI,0,SI,0
CORDOBA,0,Monte Buey,SI,--,0,--,SI,SI,0,0,--
CORDOBA,0,0,--,--,0,0,--,--,0,0,--
0,Marcos Juárez,Saira,SI,0,--,--,--,0,SI,--,0
0,Marcos Juárez,Saladillo,0,0,--,--,0,0,SI,--,0
CORDOBA,Marcos Juárez,0,SI,--,SI,0,--,--,0,--,--
CORDOBA,0,Ciénaga del Coro,--,--,0,SI,SI,--,0,0,--
0,Minas,El Chacho,--,0,--,SI,--,0,--,SI,--
CORDOBA,Minas,Estancia de Guadalupe,0,--,--,--,0,--,SI,SI,0
CORDOBA,0,0,--,--,0,--,--,--,0,SI,--
CORDOBA,Minas,0,--,--,--,0,--,--,--,0,--
CORDOBA,0,0,SI,--,0,0,SI,SI,0,SI,0
CORDOBA,0,Talaini,--,--,0,--,--,--,0,SI,--
0,Minas,Tosno,0,0,--,--,0,0,--,0,--
0,Pocho,Chancani,--,0,--,--,SI,0,SI,SI,--
CORDOBA,0,Las Palmas,--,--,0,--,--,--,0,SI,0
CORDOBA,Pocho,0,--,--,0,0,--,--,--,SI,0
CORDOBA,0,0,SI,--,0,0,SI,SI,0,0,SI
CORDOBA,Pocho,0,--,--,--,0,--,--,--,SI,--
0,Pocho,Tala Cañada,--,0,--,--,SI,0,SI,SI,0
CORRIENTES,Esquina,Esquina,0,--,--,SI,0,SI,SI,SI,SI
0,Esquina,Pueblo Libertador,0,0,--,--,0,0,--,--,SI
0,General Alvear,Alvear,SI,0,--,--,SI,0,SI,0,SI
CORRIENTES,0,0,--,--,0,0,SI,--,0,--,SI
CORRIENTES,0,Itá Ibaté,SI,SI,0,--,SI,SI,0,SI,0
0,General Paz,Lomas de Vallejos,--,0,--,--,SI,0,--,0,SI
CORRIENTES,General Paz,Nuestra Señora del Rosario de Caá Catí,0,SI,--,--,0,0,SI,0,--
CORRIENTES,General Paz,0,--,--,--,0,--,--,--,SI,0
CORRIENTES,0,Colonia Carolina,--,--,0,--,SI,SI,0,SI,0
CORRIENTES,Goya,Goya,0,SI,--,SI,0,SI,SI,0,SI
0,ItatÍ,Itatí,SI,0,--,--,0,0,SI,SI,SI
0,ItatÍ,Ramada Paso,--,0,--,--,SI,0,--,SI,--
0,Presidente Roque Sáenz Peña,General Levalle,0,0,--,SI,0,0,SI,SI,0
CORDOBA,0,La Cesira,SI,--,0,SI,SI,SI,0,0,SI
CORDOBA,0,0,SI,SI,0,0,SI,SI,0,0,--
0,Presidente Roque Sáenz Peña,Leguizamón,0,0,--,SI,0,--,--,--,0
0,Presidente Roque Sáenz Peña,Melo,--,0,--,SI,SI,0,SI,SI,--
0,Presidente Roque Sáenz Peña,Río Bamba,0,0,--,--,0,0,SI,0,--
CORDOBA,Presidente Roque Sáenz Peña,Rosales,0,--,--,--,0,SI,SI,0,--
CORDOBA,0,0,--,--,0,0,SI,--,0,SI,0
CORDOBA,Presidente Roque Sáenz Peña,0,--,SI,--,0,SI,SI,SI,SI,SI
CORDOBA,Presidente Roque Sáenz Peña,0,--,--,--,0,SI,--,0,--,--
CORDOBA,0,Barrio Santa Isabel,--,--,0,--,--,--,0,0,--
CORDOBA,Punilla,Bialet Massé,0,0,--,SI,0,SI,SI,SI,0
0,Punilla,Cabalango,--,0,--,--,--,0,--,SI,0
CORDOBA,0,Lucio V Mansilla,--,--,0,--,SI,SI,0,0,--
CORDOBA,0,0,--,--,0,0,--,--,0,--,--
CORDOBA,Tulumba,San José de la Dormida,0,--,--,--,0,SI,SI,SI,0
0,Tulumba,San José de las Salinas,0,0,--,--,0,0,--,--,--
CORDOBA,Tulumba,0,--,--,--,0,--,--,--,0,--
CORDOBA,0,0,--,--,0,0,SI,SI,0,SI,--
CORDOBA,0,Aldea Santa María,--,--,0,--,--,--,0,--,--
CORDOBA,Unión,0,SI,SI,0,0,SI,SI,SI,--,0
0,Unión,Ana Zumarán,--,0,--,--,SI,0,--,--,--
CORDOBA,Unión,Ballesteros,0,--,--,SI,0,0,SI,0,--
CORDOBA,0,0,--,--,0,0,--,--,0,SI,0
CORDOBA,0,Bell Ville,SI,SI,0,SI,SI,SI,0,--,0
CORDOBA,0,0,--,--,0,0,SI,--,SI,SI,--
CORRIENTES,0,Colonia Liebig's,--,SI,0,--,SI,SI,0,0,SI
CORRIENTES,Ituzaingó,Ituzaingó,0,--,--,--,0,0,SI,--,SI
0,Ituzaingó,San Antonio,--,0,--,--,SI,0,--,--,0
0,Ituzaingó,San Carlos,0,0,--,--,0,0,SI,0,--
CORRIENTES,Ituzaingó,Villa Olivari,0,--,--,--,0,SI,--,SI,SI
CORRIENTES,0,0,--,--,0,0,--,--,0,--,0
CORRIENTES,Lavalle,0,--,--,--,0,SI,--,SI,SI,SI
CORRIENTES,Lavalle,Lavalle,0,--,--,--,0,SI,SI,0,SI
0,Lavalle,Santa Lucía,SI,0,--,SI,SI,0,SI,0,SI
CORRIENTES,0,Villa Córdoba,--,--,0,--,--,--,0,--,0
CORRIENTES,Lavalle,0,--,--,--,0,SI,--,--,--,0
0,Mburucuyá,Mburucuyá,--,0,--,--,SI,0,SI,0,SI
0,Mercedes,Felipe Yofré,0,0,--,--,0,--,SI,0,SI
CORRIENTES,Mercedes,Mariano I Loza (Est Justino Solari),0,--,--,--,0,--,SI,SI,0
0,Mercedes,Mercedes,0,0,--,SI,0,0,SI,SI,0
CORRIENTES,Monte Caseros,0,--,--,--,0,SI,--,--,0,--
CORRIENTES,0,0,--,--,0,0,SI,--,0,SI,--
0,Monte Caseros,Juan Pujol,0,0,--,--,0,0,SI,SI,SI
CORRIENTES,Monte Caseros,Mocoretá,0,--,--,SI,0,SI,SI,SI,0
0,Monte Caseros,Monte Caseros,0,--,--,SI,0,SI,SI,0,SI
0,Monte Caseros,Parada Acuña,--,0,--,--,--,0,--,0,--
CORRIENTES,Monte Caseros,0,--,--,--,0,--,--,--,SI,--
CORRIENTES,0,Bonpland,--,--,0,--,SI,--,0,SI,0
CORRIENTES,0,0,--,--,0,0,SI,--,0,0,SI
CORRIENTES,Paso de los Libres,0,SI,--,--,0,SI,SI,SI,SI,SI
0,Paso de los Libres,Tapebicuá,0,0,--,--,0,0,--,--,0
ENTRE RIOS,Federación,San Pedro,0,--,--,SI,0,--,--,SI,0
ENTRE RIOS,Federación,0,--,--,--,0,--,--,--,--,--
ENTRE RIOS,0,Santa Ana,--,SI,0,SI,SI,SI,0,0,--
0,Federación,Villa del Rosario,--,0,--,SI,--,0,SI,SI,--
ENTRE RIOS,Federal,Conscripto Bernardi,0,--,--,--,0,--,SI,SI,0
ENTRE RIOS,0,El Cimarrón,--,--,0,--,--,--,0,SI,--
ENTRE RIOS,0,0,SI,--,--,0,SI,--,SI,0,--
ENTRE RIOS,Federal,0,--,--,--,0,SI,--,--,SI,0
ENTRE RIOS,0,0,--,--,0,0,SI,--,0,SI,SI
ENTRE RIOS,Feliciano,San José de Feliciano,0,--,--,--,0,SI,SI,0,SI
0,Feliciano,San Víctor,0,0,--,--,0,0,SI,SI,--
ENTRE RIOS,0,Aldea Asunción,--,--,0,0,--,--,0,--,0
ENTRE RIOS,Gualeguay,0,--,--,--,0,SI,--,SI,--,0
ENTRE RIOS,0,0,SI,--,0,0,SI,SI,0,SI,--
ENTRE RIOS,0,Villa Paranacito,--,SI,0,--,SI,SI,0,0,--
0,La Paz,Bovril,0,0,--,SI,0,0,SI,SI,--
0,La Paz,Colonia Avigdor,--,0,--,--,SI,0,SI,SI,0
0,La Paz,El Solar,--,0,--,--,SI,0,SI,0,--
ENTRE RIOS,La Paz,La Paz,0,SI,--,SI,0,SI,SI,SI,--
ENTRE RIOS,0,0,--,SI,0,0,SI,--,0,SI,0
ENTRE RIOS,La Paz,0,--,SI,--,0,SI,SI,SI,SI,SI
ENTRE RIOS,La Paz,San Gustavo,0,--,--,SI,0,SI,SI,0,--
0,La Paz,Santa Elena,0,0,--,--,0,0,SI,0,--
ENTRE RIOS,0,Sir Leonard,--,--,0,--,--,--,0,--,0
ENTRE RIOS,0,0,--,SI,0,0,SI,--,0,SI,0
0,Nogoyá,Betbeder,--,0,--,--,--,0,--,SI,--
0,Nogoyá,Don Cristóbal,0,0,--,--,0,0,SI,0,--
ENTRE RIOS,Nogoyá,Febré,0,--,--,--,0,--,--,SI,0
0,COMUNA 15,AGRONOMIA,0,0,SI,SI,0,0,SI,SI,SI
CORDOBA,Calamuchita,0,SI,--,--,0,SI,SI,--,0,--
CORDOBA,0,Villa El Tala,--,--,0,--,--,--,0,0,--
0,Calamuchita,Villa General Belgrano,0,0,--,--,0,0,SI,SI,SI
CORDOBA,Calamuchita,Villa La Rivera,0,--,--,--,0,--,--,--,0
0,Calamuchita,Villa Quillinzo,--,0,--,--,--,0,--,0,--
0,Calamuchita,Villa Rumipal,0,0,--,SI,0,0,SI,0,--
CABA,0,CHACARITA,SI,SI,0,SI,SI,SI,0,SI,0
CORDOBA,0,0,--,SI,0,0,SI,SI,0,SI,--
CORDOBA,Río Segundo,0,--,SI,--,0,SI,SI,SI,--,--
CORDOBA,0,Calchín Oeste,--,--,0,--,SI,SI,0,0,--
CORDOBA,Río Segundo,Capilla del Carmen,0,SI,--,--,0,--,SI,SI,0
0,Río Segundo,Carrilobo,0,0,--,--,0,0,SI,SI,0
CABA,0,0,SI,SI,0,0,SI,SI,0,0,SI
CORDOBA,Unión,0,SI,--,--,0,SI,SI,SI,SI,--
0,Unión,Chilibroste,0,0,--,SI,0,0,SI,SI,0
0,Unión,Cintra,SI,0,--,SI,--,0,SI,SI,SI
CORDOBA,0,0,--,SI,0,0,--,--,0,0,--
CORDOBA,0,Colonia Bremen,--,--,0,--,--,--,0,--,--
CORDOBA,0,0,--,--,0,0,--,SI,0,SI,--
CORDOBA,Calamuchita,0,--,--,--,0,SI,SI,SI,SI,0
0,Capital,Córdoba,SI,0,SI,SI,SI,0,SI,SI,SI
CORDOBA,Capital,Jardín Arenales,0,--,--,--,0,SI,--,0,--
CORDOBA,Capital,0,--,--,--,0,SI,SI,--,--,0
CORDOBA,0,0,--,--,0,0,SI,SI,0,--,0
CORDOBA,0,Agua de Oro,SI,--,0,SI,SI,SI,0,0,--
CORDOBA,Colón,0,--,--,0,0,--,--,--,--,--
0,Colón,Ascochinga,SI,0,--,SI,SI,0,SI,--,0
CORDOBA,Colón,Barrio Nuevo Río Ceballos,0,--,--,--,0,0,--,--,--
CORDOBA,Colón,Canteras El Sauce,0,--,--,--,0,--,--,--,--
0,Colón,Casa Bamba,0,0,--,--,0,0,--,0,--
CORDOBA,Colón,0,--,--,--,0,--,--,--,--,--
CORDOBA,0,0,--,--,0,0,SI,SI,0,--,0
0,Río Segundo,Colonia Videla,--,0,--,--,--,0,--,0,--
CORDOBA,Río Segundo,Costasacate,0,--,--,SI,0,SI,SI,0,--
CORDOBA,Río Segundo,0,--,--,--,0,--,SI,0,--,0
CORDOBA,0,Laguna Larga,SI,--,0,SI,SI,SI,0,SI,0
CORDOBA,Río Segundo,Las Junturas,0,0,--,SI,0,SI,SI,0,SI
0,Río Segundo,Los Chañaritos,SI,0,--,SI,SI,0,SI,SI,--
0,Río Segundo,Luque,0,0,--,SI,0,0,SI,SI,--
CORDOBA,Río Segundo,Manfredi,0,--,--,SI,0,SI,SI,--,0
CORDOBA,0,0,--,--,0,0,SI,SI,0,0,--
CABA,COMUNA 11,0,SI,SI,SI,0,SI,SI,SI,0,SI
CORDOBA,Colón,Colonia Caroya,0,SI,--,SI,0,SI,SI,SI,0
0,Colón,Colonia Tirolesa,0,0,--,--,SI,0,SI,--,--
CORDOBA,Colón,Colonia Vicente Agüero,0,--,--,--,0,--,SI,0,--
0,Colón,Corral Quemado,0,0,--,--,0,0,--,0,--
CORDOBA,Colón,0,--,--,--,0,SI,SI,--,--,0
CORDOBA,0,0,--,--,0,0,SI,--,0,--,0
CORDOBA,0,El Diquecito,--,--,0,--,SI,--,0,0,--
CABA,COMUNA 11,0,SI,SI,SI,0,SI,SI,0,0,SI
0,Río Segundo,Oncativo,SI,0,--,SI,SI,0,SI,SI,0
0,Río Segundo,Pilar,0,--,--,SI,0,SI,SI,SI,SI
CORDOBA,0,0,--,SI,0,0,SI,SI,0,--,--
CORDOBA,0,El Manzano,SI,--,0,--,SI,--,0,0,--
0,Colón,El Pueblito,0,0,--,--,0,0,--,--,--
CORDOBA,Colón,Estación Colonia Tirolesa,0,--,--,--,0,--,--,--,0
CORDOBA,0,0,SI,--,0,0,SI,SI,0,--,--
CORDOBA,Colón,0,SI,SI,--,0,SI,SI,SI,0,--
CORDOBA,0,0,SI,SI,0,0,SI,SI,SI,SI,0
CORDOBA,0,La Granja,SI,--,0,SI,SI,--,0,SI,--
CORDOBA,Colón,La Morada,0,--,--,--,0,SI,--,0,--
0,Colón,La Puerta,--,0,--,--,--,0,--,--,--
CORDOBA,0,Las Corzuelas,--,--,0,--,SI,--,0,--,0
CORDOBA,0,0,--,--,0,0,--,--,0,--,0
CORDOBA,0,Los Molles,--,--,0,--,--,--,0,--,SI
CORDOBA,0,0,SI,--,0,0,SI,SI,0,0,--
0,Marcos Juárez,Alejo Ledesma,--,0,--,SI,SI,0,SI,SI,SI
0,Marcos Juárez,Arias,0,0,--,--,0,0,SI,--,0
CORDOBA,Marcos Juárez,Camilo Aldao,0,--,--,--,0,SI,SI,0,SI
0,Marcos Juárez,Capitán General Bernardo O'Higgins,--,0,--,SI,--,0,SI,SI,--
CORDOBA,Marcos Juárez,0,--,--,--,0,SI,--,SI,SI,0
CORDOBA,0,0,--,--,0,--,--,--,0,--,--
0,Marcos Juárez,Colonia Italiana,0,0,--,--,0,0,--,0,--
CORDOBA,Marcos Juárez,Colonia Veinticinco,0,--,--,--,0,--,--,0,--
CORDOBA,0,0,SI,SI,0,0,SI,SI,0,SI,0
CORDOBA,0,Cruz Alta,SI,--,0,SI,SI,SI,0,SI,0
0,Marcos Juárez,General Baldissera,0,0,--,--,0,0,SI,0,SI
0,Marcos Juárez,General Roca,SI,0,--,SI,SI,0,SI,0,SI
0,Juárez Celman,Charras,0,0,--,SI,SI,0,SI,SI,0
CORDOBA,Juárez Celman,El Rastreador,0,--,--,--,0,--,--,--,--
CORDOBA,0,General Cabrera,SI,--,0,--,SI,SI,0,0,--
CORDOBA,Juárez Celman,0,SI,SI,--,0,SI,SI,SI,0,--
CORDOBA,Juárez Celman,Huanchillas,0,--,--,SI,0,--,SI,--,--
0,Juárez Celman,La Carlota,0,0,--,--,0,0,SI,--,0
0,Juárez Celman,Los Cisnes,SI,0,--,--,SI,0,SI,0,--
0,Juárez Celman,Olaeta,0,SI,--,--,0,--,SI,0,--
CORDOBA,0,Pacheco de Melo,--,--,0,--,--,--,0,--,--
CORDOBA,Juárez Celman,0,--,--,--,0,--,--,0,--,0
CORDOBA,Juárez Celman,0,--,SI,--,0,SI,SI,SI,0,SI
CORDOBA,0,0,SI,SI,0,0,SI,SI,0,0,--
CORDOBA,Juárez Celman,Villa Reducción,0,--,--,--,0,SI,SI,SI,0
0,Río Segundo,Rincón,0,0,--,--,0,0,SI,SI,0
CORDOBA,0,Río Segundo,SI,--,0,SI,SI,SI,0,SI,--
CORDOBA,Río Segundo,0,SI,SI,--,0,SI,SI,SI,0,SI
CORDOBA,Río Segundo,Villa del Rosario,0,SI,--,SI,0,SI,SI,SI,--
0,San Alberto,Ambul,--,0,--,--,SI,0,SI,--,0
CORDOBA,0,0,--,SI,0,0,SI,--,--,SI,--
CORDOBA,0,El Huayco,SI,--,0,--,--,--,0,0,--
CORDOBA,0,0,--,--,0,0,--,--,0,--,0
CORDOBA,San Alberto,0,--,--,--,0,--,--,SI,SI,--
0,San Alberto,Las Oscuras,0,0,--,--,0,0,--,0,--
CORDOBA,San Alberto,Las Rabonas,0,--,--,SI,0,--,--,SI,--
CORDOBA,San Alberto,0,--,--,--,0,--,--,--,--,0
CORDOBA,0,0,SI,SI,0,0,SI,SI,0,--,0
CORDOBA,San Alberto,0,--,--,0,0,--,--,--,0,--
CORDOBA,0,Idiazabal,--,--,0,SI,SI,SI,0,SI,SI
CORDOBA,Unión,Justiniano Posse,0,--,--,SI,0,0,SI,SI,0
0,Unión,Laborde,SI,0,--,--,SI,0,SI,--,--
0,Unión,Monte Leña,0,0,--,--,0,0,SI,--,--
CORDOBA,Unión,Monte Maíz,0,SI,--,SI,0,SI,SI,0,--
CORDOBA,0,0,SI,--,0,0,SI,SI,0,--,--
CORDOBA,Unión,0,--,--,--,0,SI,SI,SI,SI,0
CORDOBA,Unión,Ordóñez,0,--,--,SI,0,SI,SI,0,--
0,Unión,Pascanas,SI,0,--,--,SI,0,SI,0,--
CORDOBA,0,Pueblo Italiano,--,SI,0,--,SI,--,0,--,0
CORDOBA,Unión,0,--,--,--,0,--,--,0,SI,0
0,COMUNA 08,VILLA RIACHUELO,SI,0,SI,SI,SI,0,SI,0,SI
0,Colón,Mendiolaza,0,0,--,SI,0,SI,SI,0,--
CORDOBA,Colón,Mi Granja,0,--,--,SI,0,--,SI,--,--
0,Colón,Pajas Blancas,0,0,--,--,0,0,--,SI,0
CORDOBA,Colón,0,SI,SI,--,0,SI,SI,SI,0,SI
CABA,0,0,SI,SI,0,0,SI,SI,0,0,SI
0,San Alberto,Nono,0,0,--,SI,0,0,SI,SI,0
CORDOBA,San Alberto,Panaholma,0,--,--,--,0,--,--,--,--
0,San Alberto,San Huberto,0,0,--,SI,0,0,--,0,--
0,San Alberto,San Lorenzo,--,0,--,--,SI,0,--,0,--
CORDOBA,0,0,--,--,0,0,--,--,0,--,0
CORDOBA,0,San Pedro,--,--,0,SI,SI,--,0,SI,--
CORDOBA,0,San Vicente,--,--,0,SI,SI,--,0,0,--
CORDOBA,San Alberto,0,--,--,--,0,--,--,--,0,--
0,San Alberto,Tasna,--,0,--,--,0,0,--,--,0
CABA,COMUNA 07,FLORES,0,SI,SI,SI,0,SI,SI,SI,0
CORDOBA,Unión,0,SI,--,--,0,SI,SI,SI,0,--
CORDOBA,0,0,SI,--,0,0,SI,SI,0,--,--
0,Unión,San Severo,--,0,--,--,SI,0,--,--,0
0,Unión,Viamonte,0,0,--,--,0,0,SI,--,--
CORDOBA,0,Villa Los Patos,--,--,0,--,--,--,0,0,--
CORDOBA,0,0,SI,SI,0,0,SI,SI,0,SI,SI
CABA,COMUNA 01,0,SI,SI,SI,0,SI,SI,SI,SI,SI
ENTRE RIOS,0,Gualeguay,SI,SI,0,0,SI,SI,0,SI,0
ENTRE RIOS,Gualeguay,Puerto Ruiz,0,--,--,--,0,--,SI,--,--
0,Gualeguaychú,Aldea San Antonio,--,0,--,--,SI,0,SI,0,SI
ENTRE RIOS,0,0,--,--,0,0,SI,--,0,SI,0
ENTRE RIOS,Gualeguaychú,0,--,--,--,0,SI,--,SI,SI,0
ENTRE RIOS,0,0,--,--,0,0,--,--,0,--,--
ENTRE RIOS,Gualeguaychú,0,SI,--,--,0,SI,--,SI,0,--
0,COMUNA 02,RECOLETA,SI,0,SI,SI,SI,0,SI,SI,SI
FORMOSA,Patiño,Subteniente Perín,0,--,--,--,0,--,--,SI,0
0,Patiño,Villa General Güemes,0,0,--,SI,0,0,SI,0,--
0,Patiño,Villa General Manuel Belgrano,--,0,--,SI,SI,0,SI,SI,--
FORMOSA,0,0,--,--,0,0,SI,--,0,SI,0
FORMOSA,0,El Espinillo,--,--,0,--,SI,SI,0,SI,SI
0,Pilagás,Laguna Gallo,--,0,--,--,--,0,--,SI,--
CABA,COMUNA 07,PARQUE CHACABUCO,0,SI,SI,SI,0,0,SI,0,SI
FORMOSA,Pilagás,0,--,--,--,0,SI,--,SI,SI,0
FORMOSA,0,Portón Negro,--,--,0,--,--,--,0,--,0
FORMOSA,Pilagás,Tres Lagunas,0,--,--,--,0,--,SI,0,--
0,Pilcomayo,Clorinda,0,0,--,SI,0,0,SI,0,SI
0,Pilcomayo,Laguna Blanca,SI,0,--,SI,SI,0,SI,SI,0
0,COMUNA 08,VILLA LUGANO,0,0,SI,SI,0,0,SI,SI,0
ENTRE RIOS,0,Pueblo General Belgrano,--,SI,0,--,SI,SI,0,0,--
ENTRE RIOS,0,0,SI,SI,0,0,SI,SI,0,SI,--
ENTRE RIOS,Islas del Ibicuy,Arroyo Martínez,0,0,--,--,0,SI,--,--,--
0,Islas del Ibicuy,Ceibas,--,0,--,--,SI,0,SI,SI,0
0,Islas del Ibicuy,Ibicuy,0,0,--,SI,SI,0,SI,0,--
ENTRE RIOS,Islas del Ibicuy,Médanos,0,--,--,--,0,--,--,0,--
ENTRE RIOS,0,Ñancay,--,--,0,--,--,--,0,--,0
CORDOBA,Colón,0,SI,SI,--,0,SI,SI,SI,SI,0
CORDOBA,0,0,SI,SI,0,0,SI,SI,0,0,--
CORDOBA,0,Santa Elena,--,--,0,--,--,--,0,--,--
0,Colón,Tinoco,0,0,--,--,0,0,SI,--,0
0,Colón,Unquillo,SI,0,--,SI,SI,0,SI,SI,0
CORDOBA,0,Villa Allende,SI,SI,0,SI,SI,SI,0,SI,--
CORDOBA,Colón,0,SI,--,--,0,--,--,0,0,--
CORDOBA,Colón,Villa Corazon De Maria,0,--,--,--,0,--,--,--,--
0,Colón,Villa El Fachinal - Parque Norte - Guiñazú Norte,SI,0,--,--,--,0,SI,--,0
CORDOBA,Colón,0,SI,--,--,0,SI,SI,SI,SI,--
CORDOBA,0,0,--,--,0,--,--,--,0,0,--
CORDOBA,0,Alto de los Quebrachos,--,--,0,--,--,--,0,SI,0
CORDOBA,0,0,--,--,0,0,--,--,0,SI,--
0,COMUNA 03,BALVANERA,SI,0,SI,SI,SI,0,SI,0,SI
0,Cruz del Eje,Villa de Soto,0,0,--,SI,0,0,SI,SI,SI
CORDOBA,General Roca,0,SI,--,0,0,SI,--,SI,--,0
CORDOBA,0,Estación Lecueder,--,--,0,--,--,--,0,--,0
CORDOBA,0,0,--,--,0,0,SI,--,0,--,SI
CORDOBA,General Roca,0,SI,--,SI,0,SI,SI,SI,0,--
0,General Roca,Italó,0,0,--,--,0,0,SI,--,--
CORDOBA,General Roca,Mattaldi,0,--,--,--,0,SI,--,--,0
CORDOBA,General Roca,Nicolás Bruzzone,0,--,--,--,0,0,SI,0,--
0,General Roca,Onagoity,--,0,--,--,--,0,SI,--,--
CORDOBA,0,0,--,--,0,0,--,--,SI,--,0
