Provincia,Partido,,Poblacion,ADSL,CABLEMODEM,,FIBRAOPTICA,SATELITAL,WIRELESS,TELEFONIAFIJA,3G,4G,,Latitud,Longitud
ENTRE RIOS,,Gobernador Echagüe,201,--,,--,--,--,,,--,--,,,"-59,2758886814116"
ENTRE RIOS,Tala,,2046,--,--,,--,--,SI,SI,SI,SI,,"-32,5464913620505","-59,3561472624329"
ENTRE RIOS,,,491,--,,,--,--,,--,--,,30091060,"-32,3372059083888","-59,3710906213647"
ENTRE RIOS,,Guardamonte,101,--,,--,--,--,,SI,,,30091070,"-32,0826358698135",
,Tala,Las Guachas,,,--,--,,,--,--,--,--,,"-32,4700075443165","-59,1726625031425"
,Tala,Maciá,5870,,SI,--,--,,--,,SI,SI,30091090,,"-59,3986787086128"
ENTRE RIOS,,Rosario del Tala,12801,SI,,--,SI,--,,SI,,SI,30091100,"-32,3026339163322",
ENTRE RIOS,Uruguay,,696,--,--,,SI,--,,SI,,,30098090,"-32,2570116072534",
ENTRE RIOS,,Basavilbaso,9485,SI,,--,SI,--,,,--,SI,,,"-58,8785609437917"
ENTRE RIOS,Uruguay,,1948,SI,--,,SI,--,,SI,SI,SI,,"-32,4642772562474","-58,4780718727049"
,Uruguay,Colonia Elía,741,,--,--,--,,SI,SI,,SI,30098030,"-32,6723717845853",
ENTRE RIOS,Uruguay,Concepción del Uruguay,,,SI,SI,,--,SI,SI,SI,,30098040,"-32,4853601673728","-58,2320517380782"
ENTRE RIOS,Uruguay,Estancia San Pedro,,--,--,--,,--,SI,--,--,--,,"-32,2669","-58,6294"
,Uruguay,Herrera,,,--,--,,,SI,,--,SI,30098060,,"-58,6330137118779"
CHUBUT,Sarmiento,,10858,SI,SI,,SI,SI,SI,SI,SI,,26091020,"-45,590519720018","-69,0706825167205"
CHUBUT,,,44,--,,,--,--,,SI,,,26098010,"-44,1988556500986",
,Tehuelches,Gobernador Costa,,,--,SI,--,,--,,--,SI,26098020,,"-70,597920256446"
CHUBUT,Tehuelches,José de San Martín,,--,--,--,,SI,--,,--,SI,,"-44,0545030861499","-70,4698423450266"
CHUBUT,Tehuelches,,1055,--,,,--,SI,--,SI,,--,26098040,"-44,1829932413496",
CHUBUT,,Gan Gan,661,--,,--,--,SI,,SI,,,26105010,"-42,5232330288476",
CHUBUT,Telsen,Telsen,,--,SI,--,,,SI,,SI,SI,26105020,,"-66,941427996482"
,Calamuchita,Amboy,183,,--,--,--,,SI,,--,--,,,"-64,5765483175138"
,Calamuchita,Arroyo San Antonio,,,--,--,,,--,--,,,14007020,"-32,26205146004",
CORDOBA,Calamuchita,Cañada del Sauce,,SI,--,--,,--,--,SI,,SI,14007030,"-32,3679991604313",
CORDOBA,,,68,--,,,--,--,,--,SI,SI,,"-31,942027416529","-64,6165406145348"
CORDOBA,Calamuchita,,417,SI,--,,--,--,SI,,--,--,14007050,,"-64,5015914694579"
CORDOBA,Calamuchita,El Durazno,,--,--,--,,--,--,--,,,14007055,"-32,1695656120552",
,Calamuchita,Embalse,8793,,--,--,SI,,SI,--,SI,,14007060,"-32,2065076875762","-64,4006226825819"
,Calamuchita,La Cruz,1363,,--,--,--,,SI,,SI,SI,14007070,,"-64,4831089740345"
,Uruguay,Las Moscas,,,--,--,,,SI,SI,--,SI,,"-32,0926666859344","-58,9575923552082"
ENTRE RIOS,,Líbaros,230,--,,--,--,--,,SI,,--,30098080,"-32,2629479332194",
ENTRE RIOS,,,976,--,,,SI,SI,,SI,,,30098100,"-32,3456507831337",
ENTRE RIOS,Uruguay,,281,--,--,,--,--,SI,,--,--,,,"-58,9697454142681"
ENTRE RIOS,,,1187,--,,,SI,--,,,--,SI,30098120,,"-58,7864822456477"
ENTRE RIOS,Uruguay,Villa Mantero,,SI,--,--,,SI,SI,SI,,,30098130,"-32,3987091260597",
,Uruguay,Villa San Justo,1337,,--,--,SI,,SI,SI,,SI,30098140,"-32,446319897702",
ENTRE RIOS,,,639,--,,,--,--,,,SI,SI,,,"-58,9301272035017"
ENTRE RIOS,Victoria,,211,--,--,,--,--,--,--,--,--,,"-32,5338102554011","-60,0356966118049"
,Victoria,Charigüé,,,--,--,,,--,--,,,30105040,"-32,9331069681438",
,Victoria,Laguna del Pescado,0,,--,--,--,,--,--,--,,30105040,"-32,6900337710703","-60,011835871903"
ENTRE RIOS,,,139,--,,,--,--,,,--,SI,30105040,,"-60,4202063551195"
ENTRE RIOS,,Rincón de Nogoyá,0,--,,--,--,--,,SI,--,SI,,"-32,7840822565326","-59,9066011827697"
ENTRE RIOS,,Victoria,30623,SI,,--,SI,--,,SI,SI,,30105060,"-32,6205968368011","-60,1533126380173"
ENTRE RIOS,Villaguay,,138,SI,--,,--,--,SI,SI,,SI,30113010,"-31,908248192653",
,Villaguay,Ingeniero Miguel Sajaroff,399,,--,--,,,SI,SI,--,--,,"-31,9569336301554","-58,8491174614017"
CATAMARCA,Ambato,Los Varela,,--,--,--,,SI,--,,--,SI,,,"-65,8822302327591"
CATAMARCA,Ambato,,295,--,--,,--,--,--,--,,SI,10007120,"-27,8142168571341",
CATAMARCA,,,361,--,,,--,SI,,--,--,,10014010,"-28,809829766706","-65,5021019996524"
CATAMARCA,,,202,--,,,--,--,,--,--,--,,"-28,7545936474404","-65,5495102803337"
CATAMARCA,,La Candelaria,77,--,,--,--,--,,,--,--,,,"-65,4106917370235"
,Ancasti,La Majada,,,--,--,,,--,--,--,,10014040,"-29,0295107636719","-65,5499567687055"
,Andalgalá,Aconquija,0,,--,--,--,,--,--,,SI,10021010,"-27,4743798884533",
,Andalgalá,Alto De Las Juntas,,,--,--,,,--,,--,--,10021010,,"-66,0199688270559"
CATAMARCA,Andalgalá,Amanao,,--,--,--,,--,--,--,SI,--,,"-27,5275895579827","-66,5156761677031"
CATAMARCA,,Andalgalá,12600,SI,,--,SI,SI,,SI,,,10021020,"-27,5732225954972",
CATAMARCA,Andalgalá,,0,--,--,,--,--,--,--,--,,10021010,"-27,3391922396844","-66,0241892155379"
CATAMARCA,Andalgalá,Chaquiago,,--,--,--,,SI,SI,,--,--,,,"-66,3350568927423"
,Andalgalá,Choya,,,--,--,,,--,,--,--,10021040,,"-66,4034742805443"
CATAMARCA,,El Alamito,734,--,,--,--,--,,--,,,10021050,"-27,333537875981","-66,022985174122"
CATAMARCA,,,741,--,,,--,--,,SI,,--,10021060,"-27,4743798884533",
,Andalgalá,El Potrero,184,,--,--,SI,,--,,--,--,,,"-66,3434280762552"
,Andalgalá,La Aguada,,,--,--,,,SI,,--,--,10021080,,"-66,3117750484602"
CATAMARCA,Andalgalá,La Mesada,,--,--,--,,--,--,--,,--,10021010,"-27,4511959792163",
,Antofagasta de la Sierra,Antofagasta de la Sierra,730,,--,--,--,,--,SI,,,10028010,"-26,0632957365737",
CATAMARCA,Antofagasta de la Sierra,,45,--,--,,--,--,--,,--,--,10028020,,"-67,6220474243164"
CATAMARCA,,,263,--,,,--,--,,--,--,--,,"-26,4377795455164","-67,2590953594946"
,Antofagasta de la Sierra,Los Nacimientos,,,--,--,,,--,--,--,,10028040,"-25,7592665755338","-67,3912671398198"
CATAMARCA,Belén,Barranca Larga,,--,--,--,,--,--,--,,,10035010,"-26,9366725902001",
CATAMARCA,Belén,Belén,,--,--,--,,SI,SI,SI,SI,SI,,"-27,6337582271366","-67,0181224346383"
,Belén,Cóndor Huasi,254,,--,--,--,,--,,--,--,10035030,,"-67,1034365555174"
CATAMARCA,,,1204,--,--,,--,--,--,--,,,10035040,"-27,1458266170631",
CATAMARCA,,El Durazno,378,--,,--,--,SI,,--,,--,10035050,"-27,2352160693093",
CATAMARCA,,,1463,--,,,--,--,,,--,SI,10035060,,"-66,6526535881206"
CATAMARCA,Belén,,987,--,--,,--,SI,--,,--,SI,,,"-66,8257494663378"
,Belén,Jacipunco,,,--,--,,,--,--,,--,10035080,"-27,2232502935304",
CATAMARCA,Belén,La Puntilla,,--,--,--,,--,--,--,,,10035090,"-27,6687999477098","-66,9831854181017"
CATAMARCA,Belén,,258,--,--,,--,--,SI,--,--,--,,"-27,5255267279244","-67,1230327103174"
CATAMARCA,,Londres,2456,--,,,--,SI,,,--,SI,,,"-67,1521288574758"
,Belén,Los Nacimientos,215,,--,--,--,,--,--,--,,10035120,"-27,1276313861506","-66,7125336324121"
,Belén,Puerta de Corral Quemado,,--,--,--,,--,--,--,,,10035130,"-27,2142919344438",
CATAMARCA,,Puerta de San José,277,--,,--,--,SI,,--,--,--,,"-27,5397412070942","-67,0153310519752"
CATAMARCA,Belén,,481,--,--,,--,--,--,,--,--,10035150,,"-66,8307696967369"
CATAMARCA,Capayán,,32,--,--,,--,--,--,--,,--,10042010,"-29,0269775235925",
CATAMARCA,,,116,--,,,--,--,,--,--,,10042020,"-29,5589484234071","-65,5807240749041"
CATAMARCA,Capayán,Capayán,,--,--,--,,SI,--,,--,SI,,,"-66,0386455444458"
,Capayán,Chumbicha,,,--,--,,,SI,SI,SI,SI,,"-28,8475652676601","-66,2413567840968"
CATAMARCA,,Colonia del Valle,854,--,,--,--,SI,,SI,--,,10042050,"-28,6659572317315","-65,8752053335172"
CATAMARCA,Capayán,,1951,--,--,,SI,SI,SI,SI,,SI,10042060,"-28,5859218596167",
CATAMARCA,,,387,--,,,--,--,,,--,--,10042070,,"-66,0684404425234"
CATAMARCA,Capayán,,653,--,--,,SI,SI,--,SI,--,--,,"-28,5824940471212","-65,8832899522771"
,Capayán,El Bañado,,,--,--,,,--,--,,,10042090,"-28,6492910442287",
CATAMARCA,Capayán,Huillapima,,--,--,--,,SI,SI,SI,SI,,10042100,"-28,7326533523263","-65,9692671337206"
CATAMARCA,Capayán,Los Angeles,,,--,--,,--,SI,--,--,--,,"-28,4757282890296","-65,9584714095267"
,Capayán,Los Angeles Norte,0,,--,--,--,,--,,--,--,,,"-65,9974963114274"
CATAMARCA,Capayán,,0,--,--,,--,--,,--,--,,10042020,"-28,5096259939006","-66,0134501995358"
CATAMARCA,,Miraflores,1650,--,,--,SI,SI,,SI,,,10042120,"-28,61156437771",
,Capayán,San Martín,426,,--,--,--,,--,,--,SI,10042130,,"-65,7966971627176"
,Capayán,San Pablo,,,--,--,,,--,,--,--,,,"-66,0406031753627"
CATAMARCA,Capayán,,372,--,--,,--,--,--,--,,--,10042150,"-28,7717177596284",
CATAMARCA,,,0,--,,,--,--,,--,,,10049020,"-28,466667",
CATAMARCA,Capital,El Pantanillo,,SI,SI,--,,SI,--,,SI,SI,10049020,,"-65,8026632730873"
,Capital,San Fernando del Valle de Catamarca,,,SI,SI,,,SI,,SI,SI,,,"-65,7867892937631"
,El Alto,El Alto,754,,--,--,--,,SI,--,SI,,10056010,"-28,3027477561138","-65,3693767192491"
CATAMARCA,El Alto,Guayamba,,--,--,--,,,--,--,,--,10056020,"-28,3441266642037",
CATAMARCA,,Infanzón,62,--,,--,--,--,,,--,--,,,"-65,4116602658918"
CATAMARCA,,,54,--,,,--,--,--,,--,--,10056040,,"-65,3308772218931"
,El Alto,Tapso,,,--,--,,,--,--,,--,10056050,"-28,415904197716",
,Fray Mamerto Esquiú,San José,10242,,--,--,--,,--,--,SI,,10063040,"-28,3887321458271","-65,7062701247999"
,Fray Mamerto Esquiú,Villa Las Pirquitas,,,--,--,,,--,,--,SI,10063050,,"-65,733431477509"
CATAMARCA,La Paz,Casa de Piedra,,--,--,--,,--,--,,--,--,,"-29,649289010725","-65,5171151597056"
CATAMARCA,,,68,--,,,--,--,,--,,--,10070020,"-29,1066140404485",
CATAMARCA,La Paz,,123,--,--,,--,--,--,--,,,10070030,"-29,1832354089391",
CATAMARCA,La Paz,,70,--,,,--,--,--,,--,--,,,"-65,4233403523442"
CATAMARCA,,El Quimilo,63,--,,--,--,--,,,--,--,10070050,,"-65,3926406151323"
CATAMARCA,La Paz,Esquiú,,--,--,--,,,--,--,SI,,10070060,"-29,3790661944991","-65,2898287859815"
,La Paz,Icaño,2104,,--,--,--,,--,SI,,SI,10070070,"-28,9308886124085",
CATAMARCA,,La Dorada,218,--,,--,--,--,,,--,--,,,"-65,4766321943102"
CATAMARCA,,,493,--,,,--,--,,--,--,SI,,"-29,5496731497758","-65,4504857993817"
CATAMARCA,La Paz,Las Esquinas,,--,--,--,,--,--,--,,,10070100,"-28,7644628061471",
,La Paz,Las Palmitas,,,--,--,,,--,--,--,,10070110,"-28,6402396947153","-64,9870716926629"
CATAMARCA,La Paz,,1156,--,--,,--,--,SI,,--,SI,10070120,,"-65,1007302335708"
CATAMARCA,,,68,--,,,--,--,,--,--,--,,"-29,1582844511715","-65,374945475853"
CATAMARCA,,Recreo,11847,SI,,--,SI,SI,,SI,SI,,10070140,"-29,2768611237227","-65,0565641552447"
CATAMARCA,La Paz,,1835,--,--,,--,--,,SI,,SI,10070150,"-28,9331053161662",
,Paclín,Amadores,172,,--,--,--,,--,--,--,--,,"-28,2680363798746","-65,6462108146466"
CATAMARCA,Paclín,El Rosario,,,--,--,,--,--,,--,--,,,"-65,688606939529"
CATAMARCA,,,97,--,,,--,--,,--,,--,10077030,"-28,3920524907261",
CATAMARCA,,La Higuera,236,--,,--,--,--,,--,,,10077040,"-27,9352828616507","-65,699367489363"
CATAMARCA,,La Merced,1759,SI,,--,--,SI,,,--,SI,,,"-65,6696062414473"
ENTRE RIOS,Villaguay,,631,--,--,,SI,--,SI,SI,--,SI,,"-31,7336733349136","-58,634038044354"
,Villaguay,Mojones Norte,,,--,--,,,--,--,,SI,30113020,"-31,5083237598534",
ENTRE RIOS,Villaguay,Paso de la Laguna,,--,--,--,,--,SI,--,--,,30113050,"-31,8057649065599","-59,1651613714524"
,Villaguay,Villa Clara,,,--,--,,,SI,SI,SI,SI,,"-31,8301004555882","-58,8233903183527"
,Villaguay,Villa Domínguez,1791,,--,--,SI,,SI,,SI,SI,30113070,,"-58,9634179145279"
ENTRE RIOS,,,32881,SI,,,SI,--,,SI,SI,,30113080,"-31,8654413738655","-59,0290628351274"
FORMOSA,,Fortín Soledad,370,--,,--,--,--,,--,,,34007003,"-24,1490607210153",
,Bermejo,Guadalcazar,146,,--,--,--,,SI,,--,--,34007005,,"-61,1611089476784"
,Bermejo,La Rinconada,,,--,--,,--,SI,--,--,--,,"-23,4942751905754","-61,5763888694601"
FORMOSA,Bermejo,,3617,--,--,,--,SI,SI,SI,,SI,34007010,"-24,2554647197914",
FORMOSA,,Lamadrid,63,--,,,--,--,,--,--,,34007015,"-23,9376982637237","-60,7400985635583"
FORMOSA,Bermejo,Los Chiriguanos,,--,--,--,,--,SI,,--,SI,34007020,,"-61,4675867695849"
,Bermejo,Pozo de Maza,736,,--,--,--,,SI,,--,--,,,"-61,7055334817331"
,Bermejo,Pozo del Mortero,528,,--,--,--,,SI,--,,,34007040,"-24,4064403681891",
,Bermejo,Vaca Perdida,,,--,--,,,SI,--,,--,34007050,"-23,4948646893285",
FORMOSA,,Colonia Pastoril,933,--,,--,--,--,,,--,SI,,"-25,6701404606648","-58,2626302834096"
CATAMARCA,,,11485,SI,,,SI,SI,,,--,SI,10105180,,"-67,5802695760226"
CATAMARCA,Valle Viejo,El Bañado,,--,--,--,,,--,--,,,10112030,"-28,4594352492075",
,Valle Viejo,El Portezuelo,410,,--,--,--,,--,--,SI,,10112010,"-28,4818680419511","-65,6351326652418"
CATAMARCA,Valle Viejo,Huaycama,,--,--,--,,--,--,,--,--,,"-28,5334483576648","-65,6821279512165"
,Valle Viejo,Las Tejas,351,,--,--,--,,--,,SI,SI,10112030,,"-65,7889935499028"
CATAMARCA,Valle Viejo,,0,--,--,,SI,--,--,--,,,10112030,"-28,4333815878035",
CATAMARCA,,,0,--,,,SI,--,,--,,--,10112030,"-28,4689789857859",
CATAMARCA,,San Isidro,25674,--,,--,SI,--,,,SI,SI,10112040,,"-65,726757673457"
CATAMARCA,,,122,--,,,--,--,,,--,--,,,"-65,6744465587279"
,Valle Viejo,Santa Rosa,0,,--,--,SI,,SI,--,,SI,10112030,"-28,447802287271",
,Valle Viejo,Sumalao,,,--,--,,,SI,--,--,,10112030,"-28,4746455518307","-65,7433480027028"
CATAMARCA,,,0,--,,,SI,--,SI,--,--,SI,,"-28,4434739220039","-65,7215360640125"
CHACO,,Gancedo,4284,--,,--,SI,SI,,,--,SI,,,"-61,6738771708385"
,12 de Octubre,General Capdevila,,,--,--,--,,--,--,--,,22036020,"-27,4231812966856","-61,4765845551068"
CHACO,12 de Octubre,General Pinedo,,SI,--,--,,SI,SI,SI,,,22036030,"-27,3252979421708",
CHACO,,Mesón de Fierro,423,--,,--,--,--,,--,--,SI,,"-27,4312285767758","-61,0177584158265"
CHACO,12 de Octubre,,333,--,--,,--,--,--,,--,SI,22036050,,"-61,1029787390413"
CHACO,,,795,--,,,--,--,,--,,,22126010,"-27,4480426212168",
LA PAMPA,,Santa Rosa,102860,SI,,SI,SI,SI,,SI,SI,,42021020,"-36,61828979857","-64,2916770389461"
,Catriló,Catriló,,,SI,SI,,,--,,SI,SI,,,"-63,4231236479695"
,Catriló,La Gloria,46,,--,--,--,,--,--,--,--,,"-36,5079177159884","-63,7444083139952"
LA PAMPA,,Lonquimay,1680,--,,--,SI,SI,,SI,,,42028030,"-36,4676263417811","-63,6237223449231"
LA PAMPA,Catriló,,964,--,SI,,SI,SI,,SI,,SI,42028040,"-36,5077574745038",
LA PAMPA,Chalileo,,2526,--,--,,--,SI,SI,SI,SI,--,,"-36,2298585551973","-66,9416696902043"
LA PAMPA,,,1499,--,,,SI,SI,,,--,--,,,"-63,5814786778188"
LA PAMPA,Chapaleufú,Ceballos,,--,--,--,,SI,SI,SI,--,,42056020,"-35,2904849982905","-63,77586064487"
,Chapaleufú,Coronel Hilario Lagos (Est. Aguas Buenas),,,--,--,,,SI,SI,,,42056030,"-35,0223098759754",
,Eldorado,Santiago de Liniers,541,,--,--,--,,SI,,--,SI,54042080,,"-54,3947099277232"
,Eldorado,Valle Hermoso,,--,--,--,,--,--,--,--,--,,"-26,382535288747","-54,4652848386631"
MISIONES,,Villa Roulet,811,--,,--,--,--,,--,,,54042100,"-26,4422594958772",
LA PAMPA,Chapaleufú,,7510,SI,SI,,SI,SI,SI,SI,SI,,42056040,"-35,2368693365619","-63,5923274522769"
,Chapaleufú,Sarah,,,--,--,,,SI,--,--,--,,"-35,0246923056998","-63,686962377693"
,Chapaleufú,Vértiz,688,,--,--,--,,SI,,--,SI,42056060,,"-63,9063646669037"
LA PAMPA,,,329,--,,,--,--,,SI,--,,42063010,"-36,4011467185658","-67,1484015946157"
LA PAMPA,Chical Co,,657,--,--,,--,SI,SI,SI,,--,42063020,"-36,3500276379509",
,Conhelo,Conhelo,,,--,--,,,SI,,--,--,,,"-64,5959233383525"
LA PAMPA,Conhelo,Eduardo Castex,,SI,SI,--,,SI,SI,,SI,SI,42035020,,"-64,2945868368038"
LA PAMPA,Conhelo,Mauricio Mayer,,--,--,--,,SI,SI,SI,,--,42035030,"-36,2106631640542",
,Conhelo,Monte Nievas,470,,--,--,--,,SI,SI,,,42035040,"-35,8617464058389",
LA PAMPA,,,219,--,--,,SI,--,SI,,--,--,42035050,,"-64,8353214769324"
LA PAMPA,,Winifreda,2222,--,,SI,SI,--,,,SI,SI,,"-36,2272741396174","-64,2348767956417"
,Curacó,Gobernador Duval,413,,--,--,--,,SI,--,--,,42042010,"-38,7413407663938","-66,4360653362481"
,Curacó,Puelches,,,--,--,,,SI,SI,,,42042020,"-38,1437722310811",
,Guatraché,Alpachiri,1759,,--,--,SI,,--,,--,SI,42070010,,"-63,7738735909085"
CATAMARCA,Paclín,Palo Labrado,,--,--,--,,,--,,--,--,,,"-65,6274299147885"
CATAMARCA,,San Antonio,266,--,,--,--,SI,,--,,--,10077100,"-28,0073083693979",
CATAMARCA,,,210,--,,,--,--,--,--,,,10077110,"-27,87835755933",
CATAMARCA,Pomán,,76,--,--,,--,--,--,--,--,--,,"-28,3006337911705","-66,1659791753183"
CATAMARCA,,,478,--,,,--,--,,,--,--,10084020,,"-66,1222559102194"
CATAMARCA,Pomán,Colpes,,--,--,--,,--,SI,--,,,10084030,"-28,0606503909839",
,Pomán,El Pajonal (Est. Pomán),,,--,--,,,--,--,,--,10084040,"-28,3773148491306",
CATAMARCA,,,53,--,,--,--,--,,,--,--,10084050,,"-66,1435569766782"
CATAMARCA,Pomán,,1075,--,--,,--,SI,--,--,--,--,,"-28,3178455729042","-66,1420642866296"
,Pomán,Pomán,,,--,--,,SI,--,SI,,SI,10084070,"-28,3927801149204",
,Pomán,Rincón,523,,--,--,--,,--,SI,--,,10084080,"-28,2022631098293","-66,148799132888"
CATAMARCA,Pomán,,413,--,--,,--,--,,,--,--,,,"-66,2019565174868"
CATAMARCA,,Saujil,2368,--,,--,--,SI,,SI,--,SI,,"-28,173337080009","-66,2145148644181"
CATAMARCA,,,1169,--,,,--,SI,,SI,--,,10084110,"-28,2623558875079","-66,2209299175292"
CATAMARCA,Santa María,,241,--,--,,--,--,--,--,,,10091010,"-26,8479427341705",
,Santa María,Caspichango,,,--,--,,,--,--,--,--,,"-26,6859290047178","-65,970794986953"
CATAMARCA,Santa María,Chañar Punco,,--,--,--,,--,--,,--,SI,,,"-66,0493067195716"
CATAMARCA,Santa María,,141,--,--,,--,--,--,--,,--,10091040,"-26,3955476915097",
CATAMARCA,,El Cerrito,0,--,,--,--,--,,--,,,10091040,"-26,6988604981977",
CATAMARCA,,,144,--,,,--,--,,--,,--,10091050,"-26,9077168676094",
CATAMARCA,,El Puesto,200,--,,--,--,--,,--,--,,10091060,"-26,6307679478768","-66,0140418967533"
,Santa María,Famatanca,,,--,--,,,--,,--,--,10091070,,"-66,0595221384282"
,Santa María,Fuerte Quemado,459,,--,--,--,,--,,--,--,,,"-66,0644373734469"
,Santa María,La Hoyada,,,--,--,,,--,--,,,10091090,"-26,5189083514476",
CATAMARCA,Santa María,La Loma,,--,--,--,,SI,--,--,,--,10091100,"-26,7574990827117",
CATAMARCA,,La Puntilla,0,--,,--,--,--,,--,--,--,,,"-66,0506274507575"
CORDOBA,Río Cuarto,,292,--,--,,--,--,--,,SI,SI,14098270,,"-64,8316610855999"
CORDOBA,Río Cuarto,Tosquitas,,--,--,--,,--,--,SI,,,14098280,"-33,8188248224493",
,Río Cuarto,Vicuña Mackenna,,,SI,--,,,--,SI,SI,,14098290,"-33,917235746816","-64,3902222715013"
CORDOBA,,Villa El Chacay,81,--,,--,--,--,,,--,SI,,,"-64,8675140784316"
CORDOBA,,,126,--,,,--,--,,--,--,--,,"-32,6651066386532","-64,741501810378"
,Río Cuarto,Washington,608,,--,--,--,,SI,SI,,,14098320,"-33,8733676407196",
,Río Primero,Atahona,,,--,--,,,--,SI,--,,14105010,"-30,9035316228673","-63,7055651181425"
CORDOBA,Río Primero,Cañada de Machado,,--,--,--,,--,SI,--,--,--,,"-31,4289242714312","-63,5870264507761"
,Río Primero,Capilla de los Remedios,797,,--,--,--,,--,,SI,SI,14105030,,"-63,8321496909141"
CORDOBA,Río Primero,,179,--,--,,--,--,--,SI,--,,14105040,"-30,7545707267715","-63,5682265940856"
CORDOBA,,Colonia Las Cuatro Esquinas,107,--,,,--,--,,SI,,,14105050,"-31,1735851610445",
,Río Primero,Diego de Rojas,,,--,--,,,--,,--,SI,14105060,,"-63,3402795519709"
CORDOBA,Río Primero,El Alcalde (Est. Tala Norte),,--,--,--,,--,--,--,--,--,,"-31,1161396833417","-63,6017410478522"
CORDOBA,Río Primero,El Crispín,,--,--,--,,,--,--,,,14105080,"-31,017971601362",
,Río Primero,Esquina,184,,--,--,SI,,--,SI,--,,14105090,"-31,0772911263196","-63,7935627786301"
CORDOBA,Río Primero,,365,--,,,--,--,--,,--,--,14105100,,"-63,5326025508152"
CORDOBA,,La Para,3404,--,,--,SI,SI,,SI,SI,SI,,"-30,8925359716793","-63,0010662681495"
CORDOBA,,,234,--,,,--,--,,SI,--,,14105120,"-30,5653596004713","-63,5163053686029"
BUENOS AIRES,General Alvarado,,29433,SI,SI,,SI,SI,SI,SI,,,6280040,"-38,2707429318083",
,General Alvear,General Alvear,,,--,--,,,--,SI,SI,SI,,"-36,0229384341367","-60,0147935726886"
BUENOS AIRES,General Arenales,Arribeños,,SI,SI,SI,,--,SI,,SI,SI,,,"-61,3548577979495"
BUENOS AIRES,General Arenales,,4179,SI,SI,,--,--,SI,SI,,SI,6294020,"-34,2368758979793",
BUENOS AIRES,,,90,--,,--,--,--,,--,--,,6294030,"-34,2698455922697",
,General Arenales,Ferré,2004,,SI,--,SI,,SI,,SI,SI,6294040,,"-61,132654886464"
BUENOS AIRES,General Arenales,General Arenales,,,SI,SI,,--,SI,SI,SI,SI,,,"-61,3056277788216"
BUENOS AIRES,,La Angelita,265,SI,,--,--,--,,SI,,--,6294060,"-34,2608740726731",
BUENOS AIRES,General Arenales,,308,--,SI,,--,--,,--,,,6294070,"-34,1068549430168",
CATAMARCA,Santa María,,0,--,--,,--,--,--,,--,SI,,,"-66,0436979128184"
CATAMARCA,,,959,--,,,--,--,,,--,--,10091110,,"-66,0387334407325"
CATAMARCA,Santa María,Loro Huasi,,--,--,--,,--,--,--,--,,10091120,"-26,7361383729613","-66,0217845814202"
,Santa María,Medanitos,,,--,--,,,--,--,,--,10091040,"-26,7588342868363",
CATAMARCA,,Palo Seco,0,--,,--,--,--,,,--,--,,,"-66,0506274507575"
CATAMARCA,Santa María,,177,--,--,,--,--,--,--,--,--,,"-26,9300943985158","-66,1487294264287"
CATAMARCA,,San José,2901,--,,--,--,SI,,--,--,,10091140,"-26,77456","-66,03470"
CATAMARCA,Santa María,,0,--,--,,--,--,--,--,,--,10091040,"-26,8101195558413",
,Santa María,San Jose Norte,0,,--,--,--,,--,,--,--,,,"-66,0362576892132"
,Santa María,Santa María,,--,--,--,,SI,--,,--,--,10091150,,"-66,018884441311"
CATAMARCA,Santa María,Yapes,,--,--,--,,--,--,--,,--,10091160,"-26,8289862929732",
,Santa Rosa,Alijilán,,,--,--,,,--,SI,,,10098010,"-28,1771812692249",
CATAMARCA,Santa Rosa,,1096,--,--,,--,SI,--,,--,SI,10098020,,"-65,3076846046355"
CATAMARCA,,,177,--,,,--,--,,--,--,--,,,"-65,2230167049514"
,Santa Rosa,Lavalle,792,,--,--,,,--,--,--,,10098040,"-28,1946338127179","-65,1137806266473"
CATAMARCA,Santa Rosa,Los Altos,,--,--,--,,SI,SI,SI,,,10098050,"-28,0488590493489",
CATAMARCA,,,659,--,--,,--,--,--,--,--,--,,"-28,140438079834","-65,4923858642578"
CATAMARCA,,San Pedro,830,--,,--,--,--,,,--,SI,,,"-65,1680076958397"
CATAMARCA,Tinogasta,Anillaco,,--,--,--,,--,--,--,--,,10105010,"-27,9001528461069","-67,6142838741591"
,Tinogasta,Antinaco,105,,--,--,--,,--,--,,,10105020,"-27,231445564254",
,Tinogasta,Banda de Lucero,,,--,--,,,--,,--,--,10105030,,"-67,50770242056"
CATAMARCA,Tinogasta,Cerro Negro,,--,--,--,,--,--,--,--,--,,"-28,2432405441597","-67,144273179127"
CATAMARCA,,,695,--,,,--,--,,--,,,10105050,"-28,1243914662106",
CATAMARCA,Tinogasta,,61,--,--,,--,--,--,--,--,,10105060,"-28,2979798704965","-67,1670904449903"
CATAMARCA,Tinogasta,Costa de Reyes,,--,--,--,,--,--,--,--,--,,"-28,294959923009","-67,702902490024"
,Tinogasta,El Pueblito,58,,--,--,--,,--,,--,--,10105080,,"-67,1234522983543"
,Tinogasta,El Puesto,432,,--,--,--,,--,--,--,,10105090,"-27,9267621470675","-67,6304002049274"
,Tinogasta,El Salado,,,--,--,,,--,--,,,10105100,"-28,3120206339513",
BUENOS AIRES,,San Manuel,1126,--,,--,SI,SI,,SI,SI,SI,,"-37,7892829007834","-58,8486476710495"
