Provincia,Partido,,Poblacion,ADSL,CABLEMODEM,,FIBRAOPTICA,SATELITAL,WIRELESS,TELEFONIAFIJA,3G,4G,,Latitud,Longitud
FORMOSA,,,4494,--,,,SI,--,,,--,SI,34056010,,"-59,0780331803401"
FORMOSA,Pirané,,14228,SI,--,,SI,SI,SI,SI,,,34056020,"-26,3117354640006",
FORMOSA,,,6379,--,,,--,SI,,SI,SI,,34056030,"-25,5639063797961","-59,3360059836081"
FORMOSA,Pirané,Pirané,,--,--,--,,SI,SI,,SI,SI,,,"-59,1075205904775"
,Pirané,Villa Kilómetro 213,4675,,--,--,--,,SI,SI,--,SI,,"-26,1864626491659","-59,3683950578867"
FORMOSA,,,3371,--,,,--,--,,--,,,34063010,"-23,1607663192891",
FORMOSA,Ramón Lista,,415,--,--,,--,--,SI,--,,--,34063030,"-23,3394869143818",
ENTRE RIOS,,Hernández,1510,SI,,,--,SI,,,SI,SI,30077050,,"-60,0301404781048"
ENTRE RIOS,Nogoyá,,4364,SI,--,,--,--,SI,SI,SI,SI,,"-32,3859289481651","-59,531300464703"
,Nogoyá,Nogoyá,22824,,--,--,--,,SI,SI,,,30077070,"-32,3956416421841",
ENTRE RIOS,Nogoyá,XX de Setiembre,,--,--,--,,--,SI,SI,--,,30077080,"-32,3866241398753","-59,6630736582897"
,Paraná,Aldea María Luisa,,,--,--,,,SI,SI,--,SI,,"-31,8847292300203","-60,4087456869806"
,Paraná,Aldea San Juan,66,,--,--,--,,--,,--,--,,,"-60,3583819889242"
ENTRE RIOS,,,144,--,,,--,--,,SI,--,,30084020,"-31,9598299451355","-60,2558755485286"
ENTRE RIOS,,Aldea Santa María,302,--,,--,--,--,,SI,,--,30084030,"-31,6128701885629",
,Paraná,Aldea Santa Rosa,71,,--,--,--,,--,,--,--,30084040,,"-60,2411073474122"
ENTRE RIOS,Paraná,Cerrito,,SI,SI,--,,SI,SI,,SI,SI,,,"-60,0740223148253"
ENTRE RIOS,Paraná,,2970,SI,--,,--,--,SI,SI,,SI,30084060,"-31,7680690511493",
ENTRE RIOS,,Colonia Crespo,69,--,,--,--,--,,--,,,30084065,"-31,6777727008412",
ENTRE RIOS,Paraná,Colonia Merou,,--,--,--,,--,--,,--,--,30084110,,"-60,3016846563"
,Paraná,Crespo,19536,,SI,--,,,SI,SI,SI,SI,,"-32,0346491846505","-60,3107514290928"
,Paraná,Crucesitas Séptima Sección,82,,--,--,--,,SI,--,,,30084095,"-31,38833",
,Paraná,El Palenque,,,--,--,,,SI,SI,,SI,30084080,"-31,6625748086746",
ENTRE RIOS,,General Ramírez,8868,SI,,--,--,--,,,SI,SI,,,"-60,1985605811767"
ENTRE RIOS,,,22,--,,,--,--,,,--,--,30021123,,"-60,649121973368"
,Diamante,Las Jaulas,,--,--,--,,--,--,--,,--,30021127,"-31,8327184836082",
,Diamante,Paraje La Virgen,59,,--,--,--,,--,--,--,,30021130,"-31,917362571918","-60,6531968809921"
,Diamante,Puerto Las Cuevas,,,--,--,,,--,,--,--,30021140,,"-60,4872902471305"
ENTRE RIOS,Diamante,Strobel,,--,SI,--,,--,--,--,SI,SI,,"-32,0585362988015","-60,6108078415946"
ENTRE RIOS,,Villa Libertador San Martín,6312,SI,,--,--,--,,SI,,SI,30021150,"-32,0697561751369",
ENTRE RIOS,Federación,,32734,SI,SI,,SI,--,SI,SI,,,30028010,"-30,7540759107669",
ENTRE RIOS,,,137,--,,,--,--,,,--,--,,,"-58,0221576342783"
ENTRE RIOS,,Colonia Ensanche Sauce,0,--,,--,--,--,,,--,SI,30028090,,"-57,8648918069168"
,Federación,Colonia La Argentina,,,--,--,,,SI,SI,,,30028040,"-31,0739",
,Federación,Colonia Peña,58,,--,--,--,,SI,--,,--,30028050,"-30,7974915997552",
ENTRE RIOS,,Colonia Santa María,0,--,,--,--,--,,,--,SI,,,"-58,1858011706289"
ENTRE RIOS,Federación,,16658,SI,--,,SI,--,SI,SI,SI,SI,,"-30,990072444489","-57,9183475208406"
ENTRE RIOS,Federación,Los Conquistadores,,--,SI,--,,--,SI,SI,,,30028080,"-30,5944074579969",
,Federación,San Jaime de la Frontera,4143,,SI,--,--,,SI,SI,SI,,30028090,"-30,3396273493524","-58,3080915973688"
FORMOSA,Ramón Lista,,1902,--,--,,SI,SI,SI,,--,--,,,"-62,304068544241"
JUJUY,,Abdón Castro Tolay,279,--,,,--,--,,--,--,--,,"-23,3386411031225","-66,0901432282825"
JUJUY,,Abra Pampa,8705,--,,--,--,SI,,SI,--,,38007020,"-22,7215697648051","-65,6932137518832"
JUJUY,,,56,--,,,--,--,,--,,--,38007030,"-23,1538168323179",
,Cochinoca,Agua de Castilla,96,,--,--,--,,--,--,--,--,,"-23,2161107288132","-65,8126832832967"
,Cochinoca,Casabindo,,,--,--,,,--,,--,--,,,"-66,0287330395054"
JUJUY,,,67,--,,,--,--,--,--,,--,38007050,"-22,7419005409313",
JUJUY,,La Redonda,45,--,,--,--,SI,,--,--,,38007055,"-22,5289792213782","-65,5227806528915"
JUJUY,,,255,--,,,SI,--,,,--,SI,,,"-65,6988399422374"
JUJUY,Cochinoca,,53,--,--,,--,--,--,--,--,--,,"-23,2858702882652","-65,7700882487411"
,Cochinoca,Quera,,,--,--,,,--,--,,--,38007067,"-23,1008393564743",
JUJUY,Cochinoca,Rinconadillas,,--,--,--,,--,--,--,--,,38007070,"-23,2886643513195","-65,9412335357817"
JUJUY,Cochinoca,San Francisco de Alfarcito,,--,--,--,,,--,--,--,--,,"-23,2753025226875","-65,9463804620407"
,Cochinoca,Santa Ana de la Puna,41,,--,--,--,,--,,--,--,,,"-66,0321033317768"
JUJUY,Cochinoca,,152,--,,,--,--,--,--,--,,38007090,"-23,5155069556653","-65,9476128685398"
JUJUY,,Tambillos,122,--,,--,--,--,,--,,,38007095,"-22,8895749670499",
,Cochinoca,Tusaquillas,134,,--,--,--,,--,,--,--,38007100,,"-65,9732427949322"
,Doctor Manuel Belgrano,Dr. Manuel Belgrano,,,--,--,,,SI,--,--,--,,,"-65,2984613199784"
JUJUY,Doctor Manuel Belgrano,,518,SI,SI,,--,--,--,SI,,SI,38021010,"-24,1861828032769",
JUJUY,,,42,--,,,SI,--,,--,,,38021020,"-24,2607538226752",
JUJUY,Doctor Manuel Belgrano,León,,--,SI,--,,SI,--,,--,--,38021030,,"-65,4315558946392"
,Doctor Manuel Belgrano,Lozano (Ap. Chañi),,,--,--,,,SI,,SI,SI,,,"-65,4047004835351"
,Doctor Manuel Belgrano,Ocloyas,70,,--,--,--,,--,--,,,38021050,"-23,9096538285094",
JUJUY,Doctor Manuel Belgrano,San Pablo De Reyes,,,--,--,,--,--,--,,--,38021050,"-24,1436588948106",
JUJUY,,San Salvador de Jujuy (Est. Jujuy),257970,SI,,--,SI,SI,,SI,SI,SI,,"-24,1953577939088","-65,302450636841"
JUJUY,Doctor Manuel Belgrano,,1953,--,--,,--,SI,,,SI,SI,38021070,,"-65,4145726152103"
,El Carmen,Aguas Calientes,,,--,--,,,SI,--,,,38014010,"-24,5838759624546",
,El Carmen,Barrio El Milagro,1321,,--,--,--,,--,--,--,,38014020,"-24,4612361196434","-65,119054261617"
JUJUY,El Carmen,Barrio La Unión,,--,--,--,,--,--,--,--,--,,"-24,4035420691548","-65,0685901094716"
,El Carmen,El Carmen,,,SI,--,,,SI,,SI,SI,38014040,,"-65,260519420291"
JUJUY,El Carmen,,0,--,--,,--,--,--,--,,,38014040,"-24,587376342521",
JUJUY,,,864,--,,,--,--,,--,,SI,38014050,"-24,4735714061733",
JUJUY,,Loteo San Vicente,211,--,,--,--,--,,,--,SI,38014055,,"-65,1843971543033"
JUJUY,El Carmen,,326,--,--,,--,SI,--,,SI,SI,,,"-64,9759262948199"
,El Carmen,Monterrico,11591,,SI,--,--,,SI,SI,,SI,38014070,"-24,4385200992504",
,El Carmen,Pampa Blanca,,SI,SI,--,,SI,SI,SI,SI,,38014080,"-24,5329937382422",
JUJUY,,,44750,--,,,--,SI,,SI,SI,SI,,"-24,3798152834467","-65,1132793807486"
JUJUY,,Pila Pardo,0,--,,--,--,--,,,--,--,,,"-64,9141975517301"
,Yavi,La Quiaca,,,--,--,,,SI,SI,--,,38112050,"-22,100030990273","-65,5962624926205"
JUJUY,Yavi,Llulluchayoc,,--,--,--,,--,--,--,,,38112060,"-22,5152169464206",
JUJUY,,,233,--,,,SI,--,,--,--,SI,,"-22,2890579793897","-65,6786766560839"
JUJUY,Yavi,,0,--,--,,--,--,--,,--,--,,,"-65,3097886156379"
JUJUY,,,378,--,--,,--,SI,--,--,,--,38112080,"-22,130283",
JUJUY,,Yavi Chico,33,--,,--,SI,--,,--,--,,38112090,"-22,0909983923897","-65,4650631210317"
LA PAMPA,Atreucó,Doblas,,--,SI,--,,SI,SI,,--,--,,,"-64,0140550927574"
,Atreucó,Macachín,4814,,--,--,SI,,SI,SI,--,SI,,"-37,1369555361687","-63,667141835534"
LA PAMPA,,Miguel Riglos,2034,--,,--,SI,SI,,SI,--,,42007030,"-36,8538749058938","-63,6881846143541"
LA PAMPA,,,678,--,,,--,SI,,SI,,SI,42007040,"-37,166824214775",
LA PAMPA,Atreucó,,307,--,--,,--,SI,SI,SI,--,--,,"-36,8406606874148","-63,5205021645149"
LA PAMPA,,,68,--,,,--,--,,,--,--,,,"-63,8608882456791"
LA PAMPA,Caleu Caleu,La Adela,,--,SI,--,,SI,SI,--,SI,,42014020,"-38,9739618507806","-64,0893166949512"
,Capital,Anguil,1705,,SI,--,SI,,SI,SI,,SI,42021010,"-36,527922625355",
,Susques,Olaroz Chico,226,,--,--,SI,,SI,,--,--,,,"-66,7829414619282"
,Susques,Pastos Chicos,,,--,--,,,--,--,--,--,,"-23,7718693292219","-66,420983463337"
JUJUY,,Puesto Sey,94,--,,--,SI,--,,--,,,38084080,"-23,9584550578191",
JUJUY,,,72,--,,,SI,SI,,--,--,,38084090,"-23,1460647975727","-66,2485374885877"
JUJUY,Susques,Susques,,--,--,--,,,SI,,--,SI,,,"-66,3674476958012"
,Tilcara,Colonia San José,274,,--,--,--,,--,,--,--,38094010,,"-65,3910451552268"
JUJUY,,Huacalera,712,--,,--,SI,--,,--,--,,38094020,"-23,4341642603915",
JUJUY,Tilcara,,200,--,--,,--,--,--,SI,,--,38094030,"-23,5025387170793",
,Tilcara,Maimará,,,--,--,SI,,SI,,--,SI,,,"-65,4078600419067"
JUJUY,Tilcara,Tilcara,,--,--,--,,SI,SI,,SI,SI,38094050,,"-65,3940793438321"
,Tilcara,Yacoraite,,,--,--,,,--,--,,--,38094040,"-23,4023544678311",
,Tumbaya,Bárcena,139,,--,--,--,,SI,--,,,38098010,"-23,9694741938995",
JUJUY,,,154,--,,,--,--,,,--,--,38098020,,"-65,8300087469469"
JUJUY,,Puerta de Colorados,28,--,,--,--,--,,--,--,--,,"-23,5613891108623","-65,69123062536"
,Tumbaya,Purmamarca,891,,--,--,--,,SI,SI,--,,38098030,"-23,7409980636707","-65,5052412332687"
,Tumbaya,Tumbaya,,,--,--,,--,SI,SI,,,38098040,"-23,8523034100617",
,Tumbaya,Volcán,1121,,--,--,--,,SI,,--,SI,38098050,,"-65,4630986774907"
,Valle Grande,Caspalá,,,--,--,,,--,,--,--,,,"-65,1183997355336"
JUJUY,,Pampichuela,130,--,,--,--,--,,--,,--,38105020,"-23,5544093778059",
JUJUY,,,504,--,,,--,--,,--,--,,38105030,"-23,6174664054774","-64,9548612286321"
JUJUY,Valle Grande,,416,--,--,,--,SI,--,,--,--,,"-23,3576613065649","-64,9879232445175"
ENTRE RIOS,,El Pingo,766,--,,--,--,--,,,SI,SI,30084090,,"-59,8938069366259"
ENTRE RIOS,Paraná,El Ramblón,,--,--,--,,--,--,--,,,30084095,"-31,8480473768248",
,Paraná,El Ramblón,0,,--,--,,,SI,--,,SI,30084095,"-31,8480473768248",
ENTRE RIOS,,,4805,--,,,SI,SI,,,SI,SI,,,"-59,83696962349"
ENTRE RIOS,Paraná,,5373,--,SI,,--,--,SI,SI,SI,SI,,"-31,2324500702019","-59,9872576438234"
,Paraná,La Picada,,,--,--,,,--,SI,,SI,30084120,"-31,7267100818149",
,Paraná,Las Tunas,101,,--,--,--,,SI,--,--,,30084130,"-31,8706095724666","-59,7324361083485"
ENTRE RIOS,,,7557,--,,,SI,--,,,SI,SI,,,"-59,9044379252459"
ENTRE RIOS,,Oro Verde,4116,SI,,--,--,--,,SI,SI,SI,,"-31,8257355466309","-60,5182728163031"
ENTRE RIOS,,Paraná,247139,SI,,,SI,SI,,SI,SI,,30084160,"-31,7415676426411","-60,5284145917589"
ENTRE RIOS,Paraná,,282,--,--,,--,--,--,SI,,,30084170,"-31,4287140394702",
,Paraná,Pueblo Brugo,802,,--,--,--,,SI,SI,SI,SI,,"-31,3883015926493","-60,0938334043815"
ENTRE RIOS,Paraná,Pueblo General San Martín,,--,--,--,,--,--,,--,SI,30084190,,"-60,1679618601982"
NEUQUEN,Zapala,,229,--,--,,--,--,SI,--,,--,58112010,"-38,8384807985925",
NEUQUEN,,,2660,SI,,,--,SI,,SI,,,58112020,"-38,7642591265553",
NEUQUEN,Zapala,,125,--,--,,--,--,--,,--,SI,,,"-69,750265287383"
NEUQUEN,,,32097,SI,,SI,SI,SI,,,SI,SI,58112040,,"-70,0668545323772"
RIO NEGRO,25 de Mayo,Aguada de Guerra,,--,--,--,,--,SI,--,,,62091010,"-41,0639017102391",
,25 de Mayo,Clemente Onelli,114,,--,--,SI,,--,--,,--,62091020,"-41,2448350046555",
,25 de Mayo,Colan Conhue,76,,--,--,--,,--,,--,--,62091030,,"-69,1112545579991"
,25 de Mayo,El Caín,,,--,--,,,--,,--,--,,,"-68,0774152377244"
RIO NEGRO,,Ingeniero Jacobacci,6261,SI,,SI,SI,SI,,SI,,SI,62091050,"-41,3268134240327",
RIO NEGRO,,,5187,--,,,--,SI,,--,--,,62091060,"-40,8451911426273","-68,0832025061279"
RIO NEGRO,25 de Mayo,Maquinchao,,--,--,--,,,SI,SI,--,SI,,"-41,2475165638608","-68,7003410687453"
,25 de Mayo,Mina Santa Teresita,3,,--,--,--,,--,,--,--,,,"-69,411658784618"
RIO NEGRO,,Pilquiniyeu,46,--,,--,--,SI,,--,--,,62091090,"-41,9083865405739","-68,3424732450183"
RIO NEGRO,9 de Julio,,82,--,--,,--,SI,--,--,,,62049010,"-41,0632755118249",
,9 de Julio,Cona Niyeu,,,--,--,--,,--,SI,--,--,,"-41,8812021704501","-66,9407404270844"
RIO NEGRO,9 de Julio,Ministro Ramos Mexía,,--,--,--,,SI,SI,,--,--,62049030,,"-67,2619207148835"
,Guatraché,General Manuel J. Campos,,,--,--,,,--,SI,,,42070020,"-37,4589894326191",
,Guatraché,Guatraché,3697,,SI,--,SI,,SI,SI,SI,,42070030,"-37,6669652272263","-63,5415367289386"
LA PAMPA,,,39,--,,,--,--,,,--,--,,,"-64,1373213494442"
LA PAMPA,,Santa Teresa,466,--,,--,SI,--,,SI,--,--,,"-37,5749339058948","-63,4328864695669"
,Hucal,Abramo,312,,--,--,SI,,SI,--,--,,42077010,"-37,8943313295474",
LA PAMPA,Hucal,Bernasconi,,,--,--,,SI,SI,SI,,SI,42077020,"-37,9020681912485",
LA PAMPA,Hucal,General San Martín (Est. Villa Alba),,--,--,--,,--,SI,SI,SI,SI,,"-37,9785301335454","-63,6065854529977"
,Hucal,Hucal,,,--,--,,,--,,--,--,,,"-64,0306677804584"
LA PAMPA,Hucal,,2434,--,--,,SI,SI,SI,SI,SI,,42077050,"-38,0837587172211","-63,4321816643775"
LA PAMPA,,,208,--,,,SI,SI,,--,,,42084010,"-38,3336784745408",
LA PAMPA,,La Reforma,221,--,,--,--,SI,,,--,SI,42091010,,"-66,2268538972728"
LA PAMPA,Limay Mahuida,,75,--,--,,--,SI,,--,--,--,,"-37,1597120530545","-66,6745400356471"
,Loventué,Carro Quemado,301,,--,--,SI,,SI,SI,,,42098010,"-36,47556498406",
,Loventué,Loventué,,--,--,--,,--,--,SI,--,,42098020,"-36,1887459763907","-65,2899702728719"
LA PAMPA,,,689,--,,,--,SI,,SI,--,SI,,"-36,2016818772905","-65,0972782402489"
LA PAMPA,,Telén,1240,--,,--,SI,SI,,,--,SI,42098040,,"-65,5097731802402"
,Loventué,Victorica,,,--,--,,,SI,SI,SI,,42098050,"-36,2048593679219","-65,4403752727095"
LA PAMPA,Maracó,Agustoni,,--,--,--,,--,SI,SI,,--,42105010,"-35,7811018772957",
LA PAMPA,,,377,--,,,SI,--,,,--,--,,,"-63,716840693317"
LA PAMPA,Maracó,,56795,SI,SI,,SI,SI,SI,,SI,SI,42105030,,"-63,760929267739"
LA PAMPA,,,367,--,,,SI,--,SI,SI,,SI,42105040,"-35,547293621716",
LA PAMPA,,Trebolares,46,--,,--,--,--,,--,,,42105050,"-35,5855840986961",
LA PAMPA,Puelén,25 de Mayo,,--,--,--,,--,SI,,SI,SI,42112020,,"-67,7172958236186"
,Puelén,Casa de Piedra,154,,--,--,--,,SI,,--,--,,,"-67,1709263654639"
LA PAMPA,,Puelén,357,--,,SI,--,SI,,SI,--,,42112010,"-37,3400655492209","-67,6218500509991"
LA PAMPA,,,2804,--,,,SI,SI,,SI,,,42119010,"-36,1513889624763",
LA PAMPA,,,32,--,,,--,--,,,--,--,42119020,,"-63,9040708614432"
LA PAMPA,Quemú Quemú,,803,--,--,,SI,SI,--,SI,SI,SI,,,"-63,5121543730908"
,San Carlos,Barrio Carrasco,,,--,--,,,--,--,,--,50091005,"-33,8321066130502",
MENDOZA,San Carlos,Barrio El Cepillo,,--,--,--,,--,SI,--,,,50091010,"-33,8386533809471",
MENDOZA,San Carlos,Chilecito,,--,--,--,,,SI,,SI,SI,,,"-69,0804633582269"
,San Carlos,Eugenio Bustos,5591,,--,--,--,,SI,,SI,SI,50091030,,"-69,0729045258216"
MENDOZA,San Carlos,,8241,SI,,,--,SI,SI,SI,SI,,50091040,"-33,7386757381913","-69,1281255649691"
MENDOZA,,Pareditas,1021,--,,--,SI,--,,SI,,SI,50091050,"-33,9452563037172",
,San Carlos,San Carlos,3886,,SI,--,--,,SI,,SI,SI,,,"-69,0490909178745"
,San Martín,Alto Salvador,,,--,--,,,SI,--,--,--,,"-33,0359716817131","-68,4708407197208"
MENDOZA,San Martín,,1627,--,--,,SI,--,SI,--,,,50098020,"-33,1195037386563",
MENDOZA,,,403,--,,,--,--,,--,--,,50098030,"-33,0411467362082","-68,3541527366296"
MENDOZA,San Martín,Barrio Emanuel,,--,--,--,,--,--,,--,--,50098040,,"-68,4100199226668"
,San Martín,Barrio La Estación,,,--,--,,,--,--,--,--,,"-33,155290161095","-68,3543621643557"
,San Martín,Barrio Los Charabones,227,,--,--,--,,--,--,--,,50098050,"-32,9785115683367","-68,3051018239824"
,San Martín,Barrio Ntra. Sra. De Fátima,,,--,--,,--,--,--,,,50098055,"-33,1309714824444",
MENDOZA,,Chapanay,1486,--,,SI,SI,--,,SI,SI,SI,,"-32,9801177295667","-68,4765253845307"
MENDOZA,San Martín,,550,--,--,,--,--,,,--,--,,,"-68,4594029398778"
,San Martín,El Espino,,,--,--,,,SI,--,,--,50098073,"-33,077333062302",
,San Martín,El Ramblón,159,,--,--,--,,SI,--,,,50098077,"-33,1617709736953",
,San Martín,Montecaseros,1106,,--,--,,,SI,,SI,SI,,,"-68,3936801268915"
MENDOZA,San Martín,Nueva California,,--,--,--,,--,SI,--,--,--,,"-32,7450606095364","-68,335450804198"
MENDOZA,,El Zampal,177,--,,--,--,--,,--,,,50126035,"-33,3989500475535",
MENDOZA,San Rafael,,271,--,--,,--,--,--,SI,SI,,50105240,"-34,7605998347692","-68,0374059028043"
MENDOZA,,,177,--,,,SI,--,,--,--,SI,,"-33,1912015360595","-68,2809624398751"
MENDOZA,,Barrio María Auxiliadora,94,--,,--,--,--,,,SI,SI,50112020,,"-68,1826758332982"
,Santa Rosa,Barrio Molina Cabrera,,,--,--,,,--,--,--,,50112030,"-33,1297119555186","-68,2037878560507"
,Santa Rosa,La Dormida,2270,,--,--,SI,,SI,SI,,,50112040,"-33,3499243562079",
MENDOZA,,Las Catitas,3621,--,,--,--,--,,,SI,SI,50112050,,"-68,0532182373693"
MENDOZA,Santa Rosa,,2509,--,--,,SI,--,SI,SI,--,--,,"-33,2544227888887","-68,1567438797332"
MENDOZA,Tunuyán,Barrio San Cayetano,,--,--,--,,--,--,--,,--,50119010,"-33,6339135898779",
,Tunuyán,Campo Los Andes,538,,SI,--,--,,--,--,--,,50119020,"-33,707078744557","-69,1826331369796"
MENDOZA,Tunuyán,,2169,--,--,,--,--,SI,,SI,SI,50119030,,"-69,1126485401013"
MENDOZA,,El Manzano,26,--,,,--,--,,,SI,SI,,,"-69,3350878551815"
MENDOZA,,Los Sauces,661,--,,--,SI,--,,SI,,,50119050,"-33,5952101670008",
MENDOZA,,,28859,SI,,,SI,--,,SI,,SI,50119060,"-33,5775549686559",
,Tunuyán,Vista Flores,4358,,--,--,--,,SI,SI,SI,SI,,,"-69,1646922660824"
,Tupungato,Barrio Belgrano Norte,,,--,--,,,--,,--,--,50126010,,"-69,1359513617454"
MENDOZA,,,1713,--,--,,--,--,SI,SI,,,50126020,"-33,4689491349532",
MENDOZA,,El Peral,541,--,,--,--,--,,--,--,,50126030,"-33,3706550679362","-69,1923487111206"
CORDOBA,,,16238,SI,,,SI,SI,,,SI,SI,,,"-62,7187948274612"
CORDOBA,,Marull,1791,--,,--,SI,SI,,,SI,SI,14140280,,"-62,8258401081139"
,San Justo,Miramar,,,SI,--,,,SI,SI,,,14140290,"-30,9145163516027","-62,6749183796469"
,San Justo,Morteros,16890,,--,--,SI,,--,SI,,SI,14140300,"-30,7107058083835",
,San Justo,Plaza Luxardo,90,,--,--,--,,SI,,--,--,14140310,,"-62,2291672872465"
CORDOBA,San Justo,Plaza San Francisco,,--,--,--,,--,SI,--,--,SI,,"-31,3698057980989","-62,0980386090508"
CORDOBA,,,5337,SI,,,SI,--,,SI,,SI,14140330,"-31,0139211475279",
CORDOBA,San Justo,,364,--,--,,--,--,SI,SI,,,14140340,"-31,5496022220548",
CORDOBA,San Justo,Sacanta,,--,SI,--,,SI,SI,SI,SI,SI,,"-31,6633035739729","-63,0453212093259"
,San Justo,San Francisco,,,SI,--,,,SI,,SI,SI,14140360,,"-62,0866336146078"
JUJUY,,Valle Colorado,146,--,,--,--,--,,--,--,,38105050,"-23,4570103207588","-64,9437440496263"
JUJUY,,,538,--,,,--,--,,--,,--,38105060,"-23,4755402454172",
,San Justo,Saturnino María Laspiur,2496,,SI,--,--,,--,SI,SI,SI,,"-31,7029319509565","-62,4840180855351"
,San Justo,Seeber,,,--,--,,,--,,--,SI,,,"-61,9737374276269"
CORDOBA,San Justo,Toro Pujio,,SI,--,--,,--,--,SI,,,14140390,"-31,1090401829574",
,San Justo,Tránsito,,,--,--,,,SI,SI,SI,,14140400,"-31,4251109532295","-63,1954038579264"
CORDOBA,San Justo,,0,--,--,,--,--,--,,--,--,14140070,,"-62,8197328817386"
CORDOBA,,Villa Concepción del Tío,1848,--,,--,--,--,,SI,SI,SI,,"-31,3224689015774","-62,8144745758859"
,San Justo,Villa del Tránsito,,,--,--,,,SI,--,,,14140430,"-31,4474037687006",
CORDOBA,San Justo,Villa San Esteban,,--,--,--,,--,SI,--,,--,14140440,"-31,6335474004986",
,Santa María,Alta Gracia,,,SI,--,,,SI,SI,SI,SI,,"-31,6576798267691","-64,4288214061936"
,Santa María,Anisacate,2991,,--,--,--,,SI,,--,--,,,"-64,4144863418681"
CORDOBA,,,1277,--,,,--,--,,--,--,,14147030,"-31,4426508165936","-64,3178623084579"
CORDOBA,,Barrio Las Quintas,0,--,,--,--,--,,--,,--,14147220,"-31,5502925188794",
CORDOBA,,Barrio Villa del Parque,0,--,,--,--,--,,,--,--,,,"-64,532077974826"
CORDOBA,Santa María,,841,--,--,,--,--,--,SI,SI,SI,,"-31,557666956067","-64,194465844878"
,Santa María,Campos del Virrey,,,--,--,--,,--,--,,,14147055,"-31,5854354142154",
CORDOBA,Santa María,Caseros Centro,,--,--,--,,--,--,--,--,,14147060,"-31,5292561486201","-64,1688666057858"
CORDOBA,Santa María,,55,--,--,,--,--,--,--,--,--,,,"-64,4124514041777"
CORDOBA,,,201,--,,,--,--,,,SI,SI,14147070,,"-64,3939272186065"
,Río Primero,Piquillín,1347,,--,--,--,,--,SI,,,14105210,"-31,2995844445842",
,Río Primero,Plaza de Mercedes,,,--,--,,,--,--,,--,14105220,"-30,9780514540426",
CORDOBA,,Pueblo Comechingones,287,--,,--,--,--,,,--,SI,,,"-63,6075820921855"
CORDOBA,,,7044,SI,,,SI,--,,,SI,SI,14105240,,"-63,621866727412"
CORDOBA,Río Primero,,84,--,--,,--,--,--,--,,--,14105250,"-31,2897282303946",
CORDOBA,,,7761,SI,,--,SI,--,,SI,,,14105260,"-31,1514772066717",
CORDOBA,Río Primero,Villa Fontana,,--,--,--,,--,SI,,--,SI,14105270,,"-63,1159181990178"
,Río Seco,Cerro Colorado,225,,--,--,--,,SI,--,SI,SI,,"-30,0960599330651","-63,9287731727735"
CORDOBA,,,150,--,,,--,--,,--,--,,14112020,"-30,0139606979963","-63,8503752152119"
CORDOBA,Río Seco,,166,--,--,,--,--,--,--,,,14112030,"-29,9247226351086",
CORDOBA,,,542,--,,,--,--,--,--,--,--,,"-29,7227092489555","-63,5149951918634"
CORDOBA,,La Rinconada,106,--,,--,--,--,,,--,SI,14112050,,"-62,8301426342643"
CORDOBA,Río Seco,Los Hoyos,,--,--,--,,,--,--,,,14112060,"-29,802434071812",
,Río Seco,Puesto de Castro,166,,--,--,--,,--,--,,--,14112070,"-30,2390823848323",
,Río Seco,Rayo Cortado,,,--,--,,,SI,,--,--,14112080,,"-63,8249818238142"
CORDOBA,Río Seco,San Pedro de Gütemberg,,--,--,--,,--,--,,--,--,,,"-63,5610809474438"
CORDOBA,,,219,--,,,--,--,,--,,SI,14112100,"-30,1174756551011",
CORDOBA,Río Seco,,2481,--,--,,SI,--,--,SI,,,14112110,"-30,1614462636479",
CORDOBA,Río Seco,Villa Candelaria,,--,--,--,,--,--,--,--,--,,"-29,8162963199276","-63,3548391354923"
,San Justo,Arroyito,22147,,SI,--,SI,,SI,,SI,SI,,,"-63,0503444103203"
CORDOBA,,Balnearia,6105,--,,--,--,--,,SI,SI,,14140040,"-31,0107075696975","-62,6671044005114"
CORDOBA,San Justo,,9890,SI,--,,SI,--,--,SI,,,14140050,"-30,8665250177702",
,San Justo,Colonia 10 de Julio,73,,--,--,--,,--,--,--,--,,"-30,5273759974763","-62,114218229406"
,San Justo,Colonia Anita,,,--,--,,--,SI,,--,--,,,"-62,2135862922774"
CORDOBA,San Justo,Colonia Iturraspe,,--,--,--,,--,--,--,,--,14140215,"-31,2071433242951",
,San Justo,Colonia Las Pichanas,,,--,--,,,SI,--,--,,14140080,"-31,2454066292387","-62,9256664887207"
CORDOBA,San Justo,,1153,--,SI,,SI,SI,SI,,SI,SI,,,"-62,3639645596989"
CORDOBA,,,314,--,,,--,--,,SI,--,SI,,"-31,6304966252155","-62,3663613505205"
,San Justo,Colonia San Bartolomé,,,--,--,,,SI,SI,--,,14140110,"-31,528322298444","-62,7244933856141"
CORDOBA,San Justo,Colonia San Pedro,,--,--,--,,--,--,--,,--,14140120,"-30,7836021597954",
,San Justo,Colonia Santa María,63,,--,--,--,,--,,--,--,,,"-62,4278882105043"
CORDOBA,San Justo,Colonia Valtelina,,,--,--,,--,--,--,--,--,,"-31,0529548297979","-62,235437860737"
CORDOBA,,Colonia Vignaud,722,SI,,--,SI,--,,SI,,SI,14140150,"-30,8416242298498",
