,Año,Trimestre,Provincia,Mbps (Media de bajada),Unnamed: 4,Unnamed: 5
708,2015,2,Mendoza,4,0,0
709,2015,2,Misiones,5,0,0
710,2015,2,Neuquén,4,0,0
711,2015,2,Río Negro,4,0,0
712,2015,2,Salta,4,0,0
713,2015,2,San Juan,3,0,0
714,2015,2,San Luis,4,0,0
715,2015,2,Santa Cruz,3,0,0
716,2015,2,Santa Fe,4,0,0
717,2015,2,Santiago Del Estero,4,0,0
718,2015,2,Tierra Del Fuego,3,0,0
719,2015,2,Tucumán,4,0,0
720,2015,1,Buenos Aires,4,0,0
721,2015,1,Capital Federal,5,0,0
722,2015,1,Catamarca,3,0,0
723,2015,1,Chaco,5,0,0
724,2015,1,Chubut,3,0,0
725,2015,1,Córdoba,4,0,0
726,2015,1,Corrientes,5,0,0
727,2015,1,Entre Ríos,4,0,0
728,2015,1,Formosa,3,0,0
729,2015,1,Jujuy,3,0,0
730,2015,1,La Pampa,3,0,0
731,2015,1,La Rioja,4,0,0
732,2015,1,Mendoza,4,0,0
733,2015,1,Misiones,5,0,0
734,2015,1,Neuquén,4,0,0
735,2015,1,Río Negro,4,0,0
736,2015,1,Salta,4,0,0
737,2015,1,San Juan,3,0,0
738,2015,1,San Luis,4,0,0
739,2015,1,Santa Cruz,3,0,0
740,2015,1,Santa Fe,4,0,0
741,2015,1,Santiago Del Estero,4,0,0
742,2015,1,Tierra Del Fuego,3,0,0
743,2015,1,Tucumán,4,0,0
744,2014,4,Buenos Aires,4,0,0
745,2014,4,Capital Federal,5,0,0
746,2014,4,Catamarca,3,0,0
747,2014,4,Chaco,4,0,0
748,2014,4,Chubut,3,0,0
749,2014,4,Córdoba,4,0,0
750,2014,4,Corrientes,4,0,0
751,2014,4,Entre Ríos,4,0,0
752,2014,4,Formosa,3,0,0
753,2014,4,Jujuy,3,0,0
754,2014,4,La Pampa,3,0,0
755,2014,4,La Rioja,4,0,0
756,2014,4,Mendoza,4,0,0
757,2014,4,Misiones,4,0,0
758,2014,4,Neuquén,4,0,0
759,2014,4,Río Negro,4,0,0
760,2014,4,Salta,4,0,0
761,2014,4,San Juan,3,0,0
762,2014,4,San Luis,4,0,0
763,2014,4,Santa Cruz,3,0,0
764,2014,4,Santa Fe,4,0,0
765,2014,4,Santiago Del Estero,3,0,0
766,2014,4,Tierra Del Fuego,3,0,0
767,2014,4,Tucumán,4,0,0
768,2014,3,Buenos Aires,4,0,0
769,2014,3,Capital Federal,4,0,0
770,2014,3,Catamarca,3,0,0
771,2014,3,Chaco,3,0,0
772,2014,3,Chubut,3,0,0
773,2014,3,Córdoba,4,0,0
774,2014,3,Corrientes,3,0,0
775,2014,3,Entre Ríos,3,0,0
776,2014,3,Formosa,3,0,0
777,2014,3,Jujuy,3,0,0
778,2014,3,La Pampa,3,0,0
779,2014,3,La Rioja,3,0,0
780,2014,3,Mendoza,4,0,0
781,2014,3,Misiones,4,0,0
782,2014,3,Neuquén,4,0,0
783,2014,3,Río Negro,3,0,0
784,2014,3,Salta,3,0,0
785,2014,3,San Juan,3,0,0
786,2014,3,San Luis,4,0,0
787,2014,3,Santa Cruz,3,0,0
788,2014,3,Santa Fe,3,0,0
789,2014,3,Santiago Del Estero,3,0,0
790,2014,3,Tierra Del Fuego,3,0,0
791,2014,3,Tucumán,3,0,0
792,2014,2,Buenos Aires,4,0,0
793,2014,2,Capital Federal,4,0,0
794,2014,2,Catamarca,3,0,0
795,2014,2,Chaco,3,0,0
796,2014,2,Chubut,3,0,0
797,2014,2,Córdoba,4,0,0
798,2014,2,Corrientes,3,0,0
799,2014,2,Entre Ríos,3,0,0
800,2014,2,Formosa,3,0,0
801,2014,2,Jujuy,3,0,0
802,2014,2,La Pampa,3,0,0
803,2014,2,La Rioja,3,0,0
804,2014,2,Mendoza,4,0,0
805,2014,2,Misiones,4,0,0
806,2014,2,Neuquén,4,0,0
807,2014,2,Río Negro,3,0,0
808,2014,2,Salta,3,0,0
809,2014,2,San Juan,3,0,0
810,2014,2,San Luis,4,0,0
811,2014,2,Santa Cruz,3,0,0
812,2014,2,Santa Fe,3,0,0
813,2014,2,Santiago Del Estero,3,0,0
814,2014,2,Tierra Del Fuego,3,0,0
815,2014,2,Tucumán,3,0,0
816,2014,1,Buenos Aires,4,0,0
817,2014,1,Capital Federal,4,0,0
818,2014,1,Catamarca,3,0,0
819,2014,1,Chaco,3,0,0
820,2014,1,Chubut,3,0,0
821,2014,1,Córdoba,3,0,0
822,2014,1,Corrientes,3,0,0
823,2014,1,Entre Ríos,3,0,0
824,2014,1,Formosa,3,0,0
825,2014,1,Jujuy,3,0,0
826,2014,1,La Pampa,3,0,0
827,2014,1,La Rioja,3,0,0
828,2014,1,Mendoza,4,0,0
829,2014,1,Misiones,3,0,0
830,2014,1,Neuquén,4,0,0
831,2014,1,Río Negro,3,0,0
832,2014,1,Salta,3,0,0
833,2014,1,San Juan,3,0,0
834,2014,1,San Luis,4,0,0
835,2014,1,Santa Cruz,3,0,0
836,2014,1,Santa Fe,3,0,0
837,2014,1,Santiago Del Estero,3,0,0
838,2014,1,Tierra Del Fuego,3,0,0
839,2014,1,Tucumán,3,0,0
